	child	parent
1704	LP199519-2	LP199520-0
1705	LP199520-0	LP15838-3
1706	LP199521-8	LP15838-3
1707	LP199522-6	LP199521-8
1708	LP199552-3	LP31392-1
1709	LP199553-1	LP31399-6
1710	LP199559-8	LP31392-1
1711	LP199560-6	LP15605-6
1712	LP199573-9	LP31392-1
1713	LP199583-8	LP31405-1
1714	LP199587-9	LP15756-7
1715	LP199588-7	LP62213-1
1716	LP199589-5	LP31405-1
1717	LP199589-5	LP18033-8
1718	LP199590-3	LP31405-1
1719	LP199591-1	LP18455-3
1720	LP199592-9	LP31415-0
1721	LP200103-2	LP18033-8
1722	LP200136-2	LP31392-1
1723	LP200141-2	LP14688-3
1724	LP200143-8	LP14688-3
1725	LP200145-3	LP15949-8
1726	LP200162-8	LP203636-8
1727	LP200197-4	LP7822-2
1728	LP200265-9	LP15648-6
1729	LP200267-5	LP15716-1
1730	LP200268-3	LP204179-8
1731	LP200269-1	LP185931-5
1732	LP200270-9	LP185931-5
1733	LP200272-5	LP31399-6
1734	LP200288-1	LP15838-3
1735	LP200316-0	LP31392-1
1736	LP200317-8	LP15444-0
1737	LP200417-6	LP57347-4
1738	LP200421-8	LP18403-3
1739	LP200422-6	LP18403-3
1740	LP200423-4	LP18403-3
1741	LP200425-9	LP31403-6
1742	LP200428-3	LP15318-6
1743	LP200429-1	LP15838-3
1744	LP200430-9	LP204179-8
1745	LP200432-5	LP15704-7
1746	LP200439-0	LP183760-0
1747	LP200440-8	LP183760-0
1748	LP200448-1	LP204179-8
1749	LP200450-7	LP183757-6
1750	LP200455-6	LP62875-7
1751	LP200456-4	LP19405-7
1752	LP200469-7	LP31694-0
1753	LP200493-7	LP31392-1
1754	LP200554-6	LP31403-6
1755	LP200576-9	LP204179-8
1756	LP200577-7	LP204179-8
1757	LP200578-5	LP204179-8
1758	LP200579-3	LP18033-8
1759	LP200581-9	LP15730-2
1760	LP201269-0	LP31953-0
1761	LP201276-5	LP203974-3
1762	LP201277-3	LP203974-3
1763	LP201278-1	LP203974-3
1764	LP201279-9	LP203974-3
1765	LP20161-3	LP14343-5
1766	LP20163-9	LP15671-8
1767	LP201653-5	LP15432-5
1768	LP201654-3	LP15432-5
1769	LP201655-0	LP15793-0
1770	LP201657-6	LP15818-5
1771	LP201659-2	LP18033-8
1772	LP201660-0	LP18033-8
1773	LP201661-8	LP15861-5
1774	LP201662-6	LP15861-5
1775	LP201667-5	LP31650-2
1776	LP201669-1	LP31650-2
1777	LP201670-9	LP15416-8
1778	LP201674-1	LP31399-6
1779	LP201675-8	LP15650-2
1780	LP201676-6	LP15792-2
1781	LP201678-2	LP18033-8
1782	LP201679-0	LP31399-6
1783	LP201680-8	LP15650-2
1784	LP201681-6	LP15416-8
1785	LP201682-4	LP15861-5
1786	LP201683-2	LP15716-1
1787	LP201684-0	LP15623-9
1788	LP201684-0	LP31399-6
1789	LP201686-5	LP18033-8
1790	LP201687-3	LP15416-8
1791	LP201688-1	LP15716-1
1792	LP201689-9	LP15650-2
1793	LP201690-7	LP18033-8
1794	LP201691-5	LP18033-8
1795	LP201692-3	LP31405-1
1796	LP201693-1	LP31405-1
1797	LP201695-6	LP31405-1
1798	LP201701-2	LP31405-1
1799	LP201702-0	LP18455-3
1800	LP201703-8	LP31405-1
1801	LP201704-6	LP31405-1
1802	LP201741-8	LP15838-3
1803	LP201743-4	LP15931-6
1804	LP201743-4	LP15575-1
1805	LP201745-9	LP15648-6
1806	LP201746-7	LP18416-5
1807	LP201747-5	LP18416-5
1808	LP201748-3	LP31392-1
1809	LP201749-1	LP18437-1
1810	LP201754-1	LP31392-1
1811	LP201758-2	LP31392-1
1812	LP201761-6	LP31392-1
1813	LP201767-3	LP15519-9
1814	LP201768-1	LP33085-9
1815	LP201769-9	LP33084-2
1816	LP201770-7	LP33085-9
1817	LP201771-5	LP14488-8
1818	LP201773-1	LP14488-8
1819	LP201774-9	LP33085-9
1820	LP201778-0	LP15666-8
1821	LP201784-8	LP31399-6
1822	LP201790-5	LP31392-1
1823	LP201792-1	LP31392-1
1824	LP201844-0	LP31433-3
1825	LP201845-7	LP31650-2
1826	LP201846-5	LP31433-3
1827	LP201848-1	LP62915-1
1828	LP201849-9	LP31415-0
1829	LP201850-7	LP15637-9
1830	LP201851-5	LP31415-0
1831	LP201852-3	LP29636-5
1832	LP201853-1	LP31727-8
1833	LP201854-9	LP15430-9
1834	LP201855-6	LP31399-6
1835	LP201856-4	LP29636-5
1836	LP201857-2	LP18033-8
1837	LP201858-0	LP15430-9
1838	LP201859-8	LP15635-3
1839	LP201860-6	LP15635-3
1840	LP201861-4	LP15793-0
1841	LP201869-7	LP31415-0
1842	LP201874-7	LP203198-9
1843	LP201884-6	LP15838-3
1844	LP201886-1	LP7556-6
1845	LP202918-1	LP202929-8
1846	LP202919-9	LP202929-8
1847	LP202920-7	LP202929-8
1848	LP202922-3	LP202929-8
1849	LP202923-1	LP202929-8
1850	LP202924-9	LP202929-8
1851	LP202926-4	LP202929-8
1852	LP202927-2	LP202929-8
1853	LP202928-0	LP202929-8
1854	LP203037-9	LP18320-9
1855	LP203038-7	LP18319-1
1856	LP203040-3	LP202929-8
1857	LP203226-8	LP111174-1
1858	LP203233-4	LP203226-8
1859	LP203307-6	LP31392-1
1860	LP203648-3	LP7797-6
1861	LP203668-1	LP33105-5
1862	LP203669-9	LP33103-0
1863	LP203677-2	LP6165-7
1864	LP203974-3	LP31397-0
1865	LP204179-8	LP18033-8
1866	LP206550-8	LP20880-8
1867	LP207369-2	LP30681-8
1868	LP207799-0	LP207798-2
1869	LP207800-6	LP14343-5
1870	LP207802-2	LP15838-3
1871	LP207811-3	LP31392-1
1872	LP207812-1	LP31410-1
1873	LP207955-8	LP202929-8
1874	LP207986-3	LP31392-1
1875	LP20804-8	LP18033-8
1876	LP208125-7	LP7844-6
1877	LP20826-1	LP31747-6
1878	LP20827-9	LP31663-5
1879	LP20850-1	LP18033-8
1880	LP208508-4	LP31771-6
1881	LP20856-8	LP31406-9
1882	LP20857-6	LP31406-9
1883	LP20858-4	LP31406-9
1884	LP208584-5	LP32748-3
1885	LP20859-2	LP18546-9
1886	LP208601-7	LP7825-5
1887	LP208605-8	LP70194-3
1888	LP208607-4	LP70194-3
1889	LP208616-5	LP33121-2
1890	LP20874-1	LP32866-3
1891	LP20875-8	LP32868-9
1892	LP20876-6	LP32868-9
1893	LP20877-4	LP15864-9
1894	LP20880-8	LP30729-5
1895	LP20898-0	LP17877-9
1896	LP21032-5	LP31418-4
1897	LP21033-3	LP15355-8
1898	LP21160-4	LP14672-7
1899	LP21163-8	LP30867-3
1900	LP21169-5	LP15477-0
1901	LP21170-3	LP15477-0
1902	LP21189-3	LP15330-1
1903	LP21193-5	LP19739-9
1904	LP21194-3	LP193279-9
1905	LP21195-0	LP15330-1
1906	LP212129-3	LP190353-5
1907	LP212129-3	LP7825-5
1908	LP212130-1	LP30867-3
1909	LP212157-4	LP7825-5
1910	LP212158-2	LP33230-1
1911	LP212165-7	LP14488-8
1912	LP212166-5	LP33084-2
1913	LP212177-2	LP31392-1
1914	LP212177-2	LP31406-9
1915	LP212178-0	LP31391-3
1916	LP212185-5	LP15838-3
1917	LP212201-0	LP14635-4
1918	LP212267-1	LP7509-5
1919	LP212268-9	LP7509-5
1920	LP212292-9	LP70194-3
1921	LP212295-2	LP70194-3
1922	LP212296-0	LP70194-3
1923	LP212297-8	LP70194-3
1924	LP212299-4	LP70194-3
1925	LP212300-0	LP70194-3
1926	LP212301-8	LP70194-3
1927	LP212304-2	LP212306-7
1928	LP212305-9	LP212295-2
1929	LP212306-7	LP70194-3
1930	LP212307-5	LP212306-7
1931	LP212309-1	LP212306-7
1932	LP212310-9	LP70194-3
1933	LP212312-5	LP212310-9
1934	LP212313-3	LP212310-9
1935	LP212314-1	LP212310-9
1936	LP212315-8	LP212310-9
1937	LP212316-6	LP212310-9
1938	LP212317-4	LP212310-9
1939	LP212319-0	LP70194-3
1940	LP212392-7	LP70194-3
1941	LP212393-5	LP70194-3
1942	LP212394-3	LP217243-7
1943	LP212395-0	LP212292-9
1944	LP212398-4	LP212310-9
1945	LP212399-2	LP70194-3
1946	LP212400-8	LP212310-9
1947	LP21258-6	LP14536-4
1948	LP21258-6	LP7840-4
1949	LP21258-6	LP7805-7
1950	LP21275-0	LP33105-5
1951	LP21304-8	LP40337-5
1952	LP21324-6	LP31406-9
1953	LP213587-1	LP69894-1
1954	LP213614-3	LP70194-3
1955	LP213615-0	LP70194-3
1956	LP213616-8	LP70194-3
1957	LP213617-6	LP202929-8
1958	LP213620-0	LP70194-3
1959	LP213621-8	LP70194-3
1960	LP213622-6	LP70194-3
1961	LP213661-4	LP70194-3
1962	LP213662-2	LP70194-3
1963	LP213720-8	LP76034-5
1964	LP21411-1	LP15839-1
1965	LP21418-6	LP31400-2
1966	LP21418-6	LP31772-4
1967	LP217195-9	LP33109-7
1968	LP217197-5	LP31899-5
1969	LP217198-3	LP217197-5
1970	LP217243-7	LP70194-3
1971	LP220282-0	LP15318-6
1972	LP220341-4	LP31653-6
1973	LP220363-8	LP220364-6
1974	LP220364-6	LP7844-6
1975	LP220487-5	LP70194-3
1976	LP221170-6	LP31653-6
1977	LP221172-2	LP31663-5
1978	LP221173-0	LP31663-5
1979	LP221174-8	LP31663-5
1980	LP221213-4	LP6165-7
1981	LP222067-3	LP30616-4
1982	LP222067-3	LP247830-5
1983	LP222128-3	LP31413-5
1984	LP227499-3	LP102288-0
1985	LP227500-8	LP40277-3
1986	LP227501-6	LP36881-8
1987	LP227502-4	LP36171-4
1988	LP227503-2	LP36880-0
1989	LP227504-0	LP70661-1
1990	LP227506-5	LP172692-8
1991	LP227508-1	LP7823-0
1992	LP227513-1	LP97916-8
1993	LP227514-9	LP189751-3
1994	LP227515-6	LP188487-5
1995	LP227516-4	LP188487-5
1996	LP227517-2	LP40292-2
1997	LP227518-0	LP156997-1
1998	LP227519-8	LP64926-6
1999	LP227520-6	LP34966-9
2000	LP227521-4	LP71403-7
2001	LP227524-8	LP188452-9
2002	LP227525-5	LP188452-9
2003	LP227526-3	LP36419-7
2004	LP227527-1	LP31884-7
2005	LP227528-9	LP188453-7
2006	LP227529-7	LP188453-7
2007	LP227532-1	LP95187-8
2008	LP227533-9	LP95187-8
2009	LP227540-4	LP188454-5
2010	LP227541-2	LP188454-5
2011	LP227542-0	LP101602-3
2012	LP227543-8	LP36761-2
2013	LP227548-7	LP61781-8
2014	LP227549-5	LP71404-5
2015	LP227550-3	LP71404-5
2016	LP227551-1	LP97918-4
2017	LP227554-5	LP188488-3
2018	LP227555-2	LP188488-3
2019	LP227558-6	LP208421-0
2020	LP227561-0	LP136154-4
2021	LP227562-8	LP136154-4
2022	LP227563-6	LP136154-4
2023	LP227564-4	LP188486-7
2024	LP227565-1	LP188486-7
2025	LP227567-7	LP185368-0
2026	LP227568-5	LP185368-0
2027	LP227569-3	LP97917-6
2028	LP227570-1	LP36214-2
2029	LP227571-9	LP99727-7
2030	LP227573-5	LP208424-4
2031	LP227574-3	LP33551-0
2032	LP227586-7	LP36747-1
2033	LP227588-3	LP188489-1
2034	LP227589-1	LP188489-1
2035	LP227591-7	LP190760-1
2036	LP227592-5	LP36765-3
2037	LP227622-0	LP36196-1
2038	LP227638-6	LP190762-7
2039	LP227646-9	LP19474-3
2040	LP227647-7	LP19474-3
2041	LP227648-5	LP19474-3
2042	LP227658-4	LP96202-4
2043	LP227659-2	LP135459-8
2044	LP227660-0	LP19650-8
2045	LP227661-8	LP184369-9
2046	LP227663-4	LP35575-7
2047	LP227664-2	LP33180-8
2048	LP227675-8	LP33211-1
2049	LP227676-6	LP33211-1
2050	LP227687-3	LP34684-8
2051	LP227688-1	LP62083-8
2052	LP227689-9	LP33216-0
2053	LP227690-7	LP33216-0
2054	LP227693-1	LP19503-9
2055	LP227694-9	LP19503-9
2056	LP227711-1	LP208411-1
2057	LP227714-5	LP19654-0
2058	LP227715-2	LP19654-0
2059	LP227716-0	LP135599-1
2060	LP227717-8	LP135599-1
2061	LP227718-6	LP188490-9
2062	LP227719-4	LP188490-9
2063	LP227720-2	LP32677-4
2064	LP227721-0	LP19656-5
2065	LP227722-8	LP19656-5
2066	LP227726-9	LP71407-8
2067	LP227737-6	LP185946-3
2068	LP227743-4	LP35854-6
2069	LP227744-2	LP208413-7
2070	LP227745-9	LP62802-1
2071	LP227746-7	LP96329-5
2072	LP227747-5	LP96329-5
2073	LP227748-3	LP208434-3
2074	LP227749-1	LP93322-3
2075	LP227750-9	LP61619-0
2076	LP227790-5	LP36762-0
2077	LP227796-2	LP30749-3
2078	LP227797-0	LP30749-3
2079	LP227803-6	LP185951-3
2080	LP227811-9	LP71409-4
2081	LP227826-7	LP19666-4
2082	LP227827-5	LP19666-4
2083	LP227828-3	LP19666-4
2084	LP227829-1	LP65897-8
2085	LP227830-9	LP65897-8
2086	LP227831-7	LP31855-7
2087	LP227832-5	LP31855-7
2088	LP227833-3	LP31855-7
2089	LP227840-8	LP71410-2
2090	LP227841-6	LP33144-4
2091	LP227842-4	LP33144-4
2092	LP227852-3	LP71444-1
2093	LP227853-1	LP188491-7
2094	LP227854-9	LP188491-7
2095	LP227855-6	LP212476-8
2096	LP227856-4	LP19785-2
2097	LP227857-2	LP19671-4
2098	LP227858-0	LP19671-4
2099	LP227859-8	LP97919-2
2100	LP227860-6	LP71411-0
2101	LP227862-2	LP189734-9
2102	LP227863-0	LP189734-9
2103	LP227872-1	LP172585-4
2104	LP227878-8	LP35855-3
2105	LP227905-9	LP36884-2
2106	LP227906-7	LP36884-2
2107	LP227915-8	LP31862-3
2108	LP227916-6	LP31862-3
2109	LP227917-4	LP94500-3
2110	LP227918-2	LP19676-3
2111	LP227919-0	LP19676-3
2112	LP227920-8	LP36229-0
2113	LP227921-6	LP36229-0
2114	LP227922-4	LP19680-5
2115	LP227923-2	LP19680-5
2116	LP227924-0	LP19682-1
2117	LP227925-7	LP19682-1
2118	LP227926-5	LP189386-8
2119	LP227927-3	LP189386-8
2120	LP227928-1	LP63487-0
2121	LP227929-9	LP184368-1
2122	LP227930-7	LP184368-1
2123	LP227931-5	LP19646-6
2124	LP227932-3	LP97920-0
2125	LP227933-1	LP19647-4
2126	LP227934-9	LP115339-6
2127	LP227935-6	LP115339-6
2128	LP227953-9	LP189385-0
2129	LP227954-7	LP189385-0
2130	LP227956-2	LP66641-9
2131	LP227957-0	LP19684-7
2132	LP227958-8	LP19684-7
2133	LP227959-6	LP19684-7
2134	LP227960-4	LP97922-6
2135	LP227964-6	LP36025-2
2136	LP227983-6	LP95487-2
2137	LP227984-4	LP35856-1
2138	LP228002-4	LP95084-7
2139	LP228004-0	LP217237-9
2140	LP228005-7	LP217236-1
2141	LP228006-5	LP207873-3
2142	LP228007-3	LP212162-4
2143	LP228008-1	LP208593-6
2144	LP228009-9	LP208592-8
2145	LP228010-7	LP208594-4
2146	LP228011-5	LP212163-2
2147	LP228012-3	LP208595-1
2148	LP228013-1	LP208596-9
2149	LP228014-9	LP212160-8
2150	LP228016-4	LP207899-8
2151	LP228017-2	LP207899-8
2152	LP228018-0	LP208600-9
2153	LP228019-8	LP208545-6
2154	LP228021-4	LP33256-6
2155	LP228022-2	LP33256-6
2156	LP228029-7	LP36723-2
2157	LP228034-7	LP66643-5
2158	LP228058-6	LP33153-5
2159	LP228071-9	LP62803-9
2160	LP228072-7	LP101390-5
2161	LP228073-5	LP146081-7
2162	LP228074-3	LP208410-3
2163	LP228075-0	LP208430-1
2164	LP228085-9	LP33227-7
2165	LP228086-7	LP64452-3
2166	LP228087-5	LP34678-0
2167	LP228088-3	LP212477-6
2168	LP228089-1	LP35629-2
2169	LP228090-9	LP208418-6
2170	LP228091-7	LP61777-6
2171	LP228120-4	LP35857-9
2172	LP228132-9	LP71414-4
2173	LP228133-7	LP33174-1
2174	LP228134-5	LP19687-0
2175	LP228135-2	LP19687-0
2176	LP228136-0	LP71415-1
2177	LP228137-8	LP35859-5
2178	LP228138-6	LP71416-9
2179	LP228139-4	LP34681-4
2180	LP228140-2	LP64931-6
2181	LP228178-2	LP36619-2
2182	LP228179-0	LP35706-8
2183	LP228180-8	LP71417-7
2184	LP228181-6	LP35632-6
2185	LP228182-4	LP97925-9
2186	LP228190-7	LP32722-8
2187	LP228193-1	LP19689-6
2188	LP228194-9	LP19689-6
2189	LP228195-6	LP208406-1
2190	LP228196-4	LP208427-7
2191	LP228214-5	LP62888-0
2192	LP228215-2	LP62892-2
2193	LP228226-9	LP97416-9
2194	LP228227-7	LP97416-9
2195	LP228228-5	LP97416-9
2196	LP228229-3	LP97416-9
2197	LP228230-1	LP188494-1
2198	LP228231-9	LP188494-1
2199	LP228232-7	LP157423-7
2200	LP228233-5	LP28553-3
2201	LP228234-3	LP28553-3
2202	LP228235-0	LP28553-3
2203	LP228237-6	LP157451-8
2204	LP228239-2	LP97107-4
2205	LP228241-8	LP40500-8
2206	LP228243-4	LP19693-8
2207	LP228244-2	LP157531-7
2208	LP228245-9	LP207795-8
2209	LP228246-7	LP173520-0
2210	LP228259-0	LP63481-3
2211	LP228263-2	LP146082-5
2212	LP228264-0	LP36200-1
2213	LP228280-6	LP189382-7
2214	LP228281-4	LP189382-7
2215	LP228282-2	LP94224-0
2216	LP228294-7	LP193286-4
2217	LP228295-4	LP19502-1
2218	LP228296-2	LP19502-1
2219	LP228297-0	LP19502-1
2220	LP228298-8	LP19787-8
2221	LP228299-6	LP32768-1
2222	LP228300-2	LP71418-5
2223	LP228316-8	LP36885-9
2224	LP228317-6	LP97929-1
2225	LP228323-4	LP30752-7
2226	LP228324-2	LP30752-7
2227	LP228325-9	LP71419-3
2228	LP228330-9	LP95063-1
2229	LP228331-7	LP19695-3
2230	LP228332-5	LP19695-3
2231	LP228341-6	LP31869-8
2232	LP228342-4	LP34968-5
2233	LP228347-3	LP33214-5
2234	LP228348-1	LP33214-5
2235	LP228350-7	LP71479-7
2236	LP228351-5	LP71479-7
2237	LP228353-1	LP200204-8
2238	LP228358-0	LP35094-9
2239	LP228359-8	LP36215-9
2240	LP228385-3	LP34985-9
2241	LP228386-1	LP63482-1
2242	LP228387-9	LP208566-2
2243	LP228388-7	LP99579-2
2244	LP228389-5	LP99579-2
2245	LP228390-3	LP14459-9
2246	LP228391-1	LP14459-9
2247	LP228392-9	LP19697-9
2248	LP228393-7	LP19697-9
2249	LP228394-5	LP19700-1
2250	LP228395-2	LP19700-1
2251	LP228396-0	LP212118-6
2252	LP228397-8	LP212117-8
2253	LP228398-6	LP19702-7
2254	LP228399-4	LP19702-7
2255	LP228400-0	LP34969-3
2256	LP228401-8	LP34969-3
2257	LP228402-6	LP34969-3
2258	LP228409-1	LP34986-7
2259	LP228410-9	LP93397-5
2260	LP228411-7	LP30748-5
2261	LP228412-5	LP188495-8
2262	LP228413-3	LP188495-8
2263	LP228414-1	LP35579-9
2264	LP228415-8	LP35579-9
2265	LP228416-6	LP35579-9
2266	LP228417-4	LP36438-7
2267	LP228418-2	LP97931-7
2268	LP228423-2	LP99635-2
2269	LP228424-0	LP99635-2
2270	LP228425-7	LP35569-0
2271	LP228426-5	LP35570-8
2272	LP228427-3	LP36216-7
2273	LP228428-1	LP19704-3
2274	LP228429-9	LP19704-3
2275	LP228430-7	LP63490-4
2276	LP228431-5	LP19706-8
2277	LP228432-3	LP19706-8
2278	LP228433-1	LP19708-4
2279	LP228434-9	LP64924-1
2280	LP228437-2	LP71421-9
2281	LP228441-4	LP189379-3
2282	LP228442-2	LP189379-3
2283	LP228443-0	LP35860-3
2284	LP228444-8	LP71420-1
2285	LP228445-5	LP97932-5
2286	LP228446-3	LP71422-7
2287	LP228449-7	LP200463-0
2288	LP228450-5	LP61778-4
2289	LP228454-7	LP19788-6
2290	LP228455-4	LP33555-1
2291	LP228456-2	LP33555-1
2292	LP228479-4	LP33173-3
2293	LP228480-2	LP200494-5
2294	LP228481-0	LP190764-3
2295	LP228488-5	LP33147-7
2296	LP228489-3	LP64869-8
2297	LP228490-1	LP19710-0
2298	LP228491-9	LP19710-0
2299	LP228492-7	LP71423-5
2300	LP228493-5	LP71423-5
2301	LP228501-5	LP208435-0
2302	LP228502-3	LP36032-8
2303	LP228503-1	LP36032-8
2304	LP228516-3	LP208613-2
2305	LP228517-1	LP19858-7
2306	LP228518-9	LP19858-7
2307	LP228519-7	LP19859-5
2308	LP228520-5	LP19859-5
2309	LP228521-3	LP19860-3
2310	LP228522-1	LP19860-3
2311	LP228523-9	LP33319-2
2312	LP228524-7	LP33319-2
2313	LP228525-4	LP185373-0
2314	LP228526-2	LP185373-0
2315	LP228527-0	LP71424-3
2316	LP228528-8	LP71166-0
2317	LP228529-6	LP36428-8
2318	LP228534-6	LP33239-2
2319	LP228539-5	LP61779-2
2320	LP228540-3	LP188496-6
2321	LP228541-1	LP188496-6
2322	LP228542-9	LP32672-5
2323	LP228543-7	LP32672-5
2324	LP228544-5	LP33150-1
2325	LP228545-2	LP208440-0
2326	LP228546-0	LP149237-2
2327	LP228547-8	LP31866-4
2328	LP228548-6	LP31872-2
2329	LP228549-4	LP31872-2
2330	LP228550-2	LP61780-0
2331	LP228563-5	LP35861-1
2332	LP228564-3	LP36781-0
2333	LP228565-0	LP188497-4
2334	LP228566-8	LP188497-4
2335	LP228570-0	LP31873-0
2336	LP228571-8	LP63484-7
2337	LP228572-6	LP189383-5
2338	LP228573-4	LP189383-5
2339	LP228577-5	LP208428-5
2340	LP228578-3	LP207901-2
2341	LP228581-7	LP71425-0
2342	LP228582-5	LP19715-9
2343	LP228583-3	LP19715-9
2344	LP228587-4	LP188498-2
2345	LP228588-2	LP188498-2
2346	LP228589-0	LP19717-5
2347	LP228590-8	LP19717-5
2348	LP228591-6	LP94346-1
2349	LP228592-4	LP94343-8
2350	LP228593-2	LP94344-6
2351	LP228594-0	LP94324-8
2352	LP228595-7	LP94345-3
2353	LP228596-5	LP19719-1
2354	LP228597-3	LP19719-1
2355	LP228598-1	LP19719-1
2356	LP228611-2	LP19861-1
2357	LP228612-0	LP19861-1
2358	LP228613-8	LP33238-4
2359	LP228614-6	LP30742-8
2360	LP228615-3	LP30742-8
2361	LP228616-1	LP30742-8
2362	LP228619-5	LP186141-0
2363	LP228620-3	LP19724-1
2364	LP228621-1	LP19724-1
2365	LP228622-9	LP208417-8
2366	LP228640-1	LP185369-8
2367	LP228641-9	LP185370-6
2368	LP228642-7	LP185371-4
2369	LP228643-5	LP33199-8
2370	LP228644-3	LP33199-8
2371	LP228647-6	LP64591-8
2372	LP228672-4	LP188499-0
2373	LP228673-2	LP188499-0
2374	LP228674-0	LP71427-6
2375	LP228675-7	LP71428-4
2376	LP228676-5	LP19728-2
2377	LP228677-3	LP19728-2
2378	LP228678-1	LP208405-3
2379	LP228679-9	LP71412-8
2380	LP228680-7	LP71412-8
2381	LP228681-5	LP40501-6
2382	LP228682-3	LP36037-7
2383	LP228686-4	LP33151-9
2384	LP228696-3	LP101433-3
2385	LP228700-3	LP186142-8
2386	LP228701-1	LP97942-4
2387	LP228702-9	LP97942-4
2388	LP228703-7	LP188455-2
2389	LP228704-5	LP188455-2
2390	LP228706-0	LP62409-5
2391	LP228707-8	LP97597-6
2392	LP228708-6	LP97597-6
2393	LP228714-4	LP184367-3
2394	LP228721-9	LP146062-7
2395	LP228722-7	LP200476-2
2396	LP228723-5	LP189377-7
2397	LP228726-8	LP71429-2
2398	LP228736-7	LP62084-6
2399	LP228737-5	LP99634-5
2400	LP228738-3	LP99634-5
2401	LP228742-5	LP208436-8
2402	LP228743-3	LP208436-8
2403	LP228744-1	LP61782-6
2404	LP228745-8	LP61782-6
2405	LP228746-6	LP94512-8
2406	LP228747-4	LP94512-8
2407	LP228748-2	LP94513-6
2408	LP228749-0	LP199670-3
2409	LP228750-8	LP36473-4
2410	LP228751-6	LP61783-4
2411	LP228777-1	LP19730-8
2412	LP228778-9	LP19730-8
2413	LP228785-4	LP188500-5
2414	LP228786-2	LP188500-5
2415	LP228787-0	LP71161-1
2416	LP228788-8	LP208506-8
2417	LP228789-6	LP185372-2
2418	LP228790-4	LP36620-0
2419	LP228791-2	LP36620-0
2420	LP228792-0	LP36620-0
2421	LP228793-8	LP62761-9
2422	LP228794-6	LP64762-5
2423	LP228795-3	LP32674-1
2424	LP228798-7	LP71442-5
2425	LP228801-9	LP189730-7
2426	LP228802-7	LP189732-3
2427	LP228803-5	LP94238-0
2428	LP228805-0	LP207788-3
2429	LP228806-8	LP19732-4
2430	LP228807-6	LP19732-4
2431	LP228808-4	LP19732-4
2432	LP228809-2	LP97943-2
2433	LP228810-0	LP35582-3
2434	LP228824-1	LP34682-2
2435	LP228825-8	LP208438-4
2436	LP228828-2	LP208422-8
2437	LP228829-0	LP208437-6
2438	LP228849-8	LP101432-5
2439	LP228850-6	LP189387-6
2440	LP228851-4	LP189387-6
2441	LP228852-2	LP99580-0
2442	LP228853-0	LP99580-0
2443	LP228854-8	LP95532-5
2444	LP228855-5	LP95532-5
2445	LP228856-3	LP95532-5
2446	LP228857-1	LP15695-7
2447	LP228871-2	LP33179-0
2448	LP228878-7	LP34971-9
2449	LP228882-9	LP33146-9
2450	LP228883-7	LP71430-0
2451	LP228889-4	LP71431-8
2452	LP228890-2	LP208499-6
2453	LP228926-4	LP208416-0
2454	LP228930-6	LP101443-2
2455	LP228931-4	LP101444-0
2456	LP228936-3	LP35583-1
2457	LP228937-1	LP35583-1
2458	LP228943-9	LP184366-5
2459	LP228944-7	LP36763-8
2460	LP228945-4	LP32675-8
2461	LP228946-2	LP32675-8
2462	LP228947-0	LP63483-9
2463	LP228948-8	LP33049-5
2464	LP228949-6	LP101392-1
2465	LP228953-8	LP33050-3
2466	LP228954-6	LP33050-3
2467	LP228958-7	LP33054-5
2468	LP228959-5	LP33138-6
2469	LP228960-3	LP33138-6
2470	LP228967-8	LP32681-6
2471	LP228987-6	LP34972-7
2472	LP228997-5	LP102294-8
2473	LP228998-3	LP102295-5
2474	LP228999-1	LP102297-1
2475	LP229000-7	LP102296-3
2476	LP229001-5	LP33178-2
2477	LP229002-3	LP33178-2
2478	LP229003-1	LP102293-0
2479	LP229004-9	LP102289-8
2480	LP229005-6	LP33346-5
2481	LP229007-2	LP208433-5
2482	LP229008-0	LP34683-0
2483	LP229009-8	LP34683-0
2484	LP229010-6	LP35654-0
2485	LP229029-6	LP208408-7
2486	LP229030-4	LP95534-1
2487	LP229031-2	LP32673-3
2488	LP229032-0	LP188501-3
2489	LP229033-8	LP188501-3
2490	LP229034-6	LP188502-1
2491	LP229035-3	LP188502-1
2492	LP229036-1	LP188503-9
2493	LP229037-9	LP188503-9
2494	LP229038-7	LP188504-7
2495	LP229039-5	LP188504-7
2496	LP229040-3	LP189388-4
2497	LP229041-1	LP189388-4
2498	LP229042-9	LP188505-4
2499	LP229043-7	LP188505-4
2500	LP229044-5	LP34722-6
2501	LP229045-2	LP34722-6
2502	LP229046-0	LP30740-2
2503	LP229047-8	LP97953-1
2504	LP229048-6	LP97953-1
2505	LP229049-4	LP34973-5
2506	LP229050-2	LP34973-5
2507	LP229051-0	LP19734-0
2508	LP229052-8	LP19734-0
2509	LP229053-6	LP188506-2
2510	LP229054-4	LP188506-2
2511	LP229055-1	LP19739-9
2512	LP229056-9	LP19739-9
2513	LP229057-7	LP33046-1
2514	LP229058-5	LP188507-0
2515	LP229059-3	LP188507-0
2516	LP229060-1	LP31891-2
2517	LP229067-6	LP35690-4
2518	LP229068-4	LP61784-2
2519	LP229069-2	LP19745-6
2520	LP229070-0	LP19745-6
2521	LP229071-8	LP188999-9
2522	LP229072-6	LP207902-0
2523	LP229073-4	LP36232-4
2524	LP229074-2	LP212146-7
2525	LP229075-9	LP207900-4
2526	LP229076-7	LP64444-0
