	child	parent
3351	LP31624-7	LP7788-5
3352	LP31649-4	LP31651-0
3353	LP31650-2	LP15705-4
3354	LP31651-0	LP18033-8
3355	LP31652-8	LP18033-8
3356	LP31653-6	LP31396-2
3357	LP31654-4	LP31396-2
3358	LP31655-1	LP31396-2
3359	LP31656-9	LP31396-2
3360	LP31657-7	LP31396-2
3361	LP31659-3	LP31396-2
3362	LP31660-1	LP31396-2
3363	LP31661-9	LP31396-2
3364	LP31662-7	LP31396-2
3365	LP31663-5	LP31396-2
3366	LP31665-0	LP31396-2
3367	LP31666-8	LP31396-2
3368	LP31671-8	LP6393-5
3369	LP31672-6	LP31675-9
3370	LP31675-9	LP432811-0
3371	LP31682-5	LP14649-5
3372	LP31687-4	LP31395-4
3373	LP31688-2	LP31703-9
3374	LP31689-0	LP31703-9
3375	LP31690-8	LP31703-9
3376	LP31691-6	LP31703-9
3377	LP31693-2	LP31703-9
3378	LP31694-0	LP31703-9
3379	LP31695-7	LP31395-4
3380	LP31695-7	LP31703-9
3381	LP31696-5	LP31395-4
3382	LP31697-3	LP31395-4
3383	LP31698-1	LP31395-4
3384	LP31699-9	LP31395-4
3385	LP31700-5	LP31395-4
3386	LP31701-3	LP31395-4
3387	LP31703-9	LP31395-4
3388	LP31715-3	LP15641-1
3389	LP31723-7	LP15838-3
3390	LP31726-0	LP18033-8
3391	LP31727-8	LP14488-8
3392	LP31728-6	LP18033-8
3393	LP31729-4	LP18033-8
3394	LP31734-4	LP193279-9
3395	LP31735-1	LP7844-6
3396	LP31739-3	LP33101-4
3397	LP31740-1	LP31392-1
3398	LP31742-7	LP15838-3
3399	LP31743-5	LP14885-5
3400	LP31744-3	LP31660-1
3401	LP31745-0	LP15838-3
3402	LP31747-6	LP33264-0
3403	LP31748-4	LP19203-6
3404	LP31754-2	LP19693-8
3405	LP31769-0	LP15838-3
3406	LP31769-0	LP57347-4
3407	LP31771-6	LP7786-9
3408	LP31772-4	LP31400-2
3409	LP31777-3	LP14676-8
3410	LP31785-6	LP193279-9
3411	LP31797-1	LP31392-1
3412	LP31830-0	LP7788-5
3413	LP31831-8	LP15412-7
3414	LP31839-1	LP14913-5
3415	LP31845-8	LP17895-1
3416	LP31848-2	LP15493-7
3417	LP31863-1	LP63731-1
3418	LP31864-9	LP63731-1
3419	LP31875-5	LP32785-5
3420	LP31882-1	LP193279-9
3421	LP31892-0	LP31399-6
3422	LP31896-1	LP31953-0
3423	LP31899-5	LP31675-9
3424	LP31901-9	LP31675-9
3425	LP31937-3	LP31675-9
3426	LP31938-1	LP32512-3
3427	LP31943-1	LP432811-0
3428	LP31944-9	LP432811-0
3429	LP31947-2	LP432811-0
3430	LP31948-0	LP432811-0
3431	LP31949-8	LP31944-9
3432	LP31953-0	LP31675-9
3433	LP31954-8	LP31675-9
3434	LP32215-3	LP6548-4
3435	LP32266-6	LP31947-2
3436	LP32432-4	LP432811-0
3437	LP32450-6	LP19753-0
3438	LP32451-4	LP19753-0
3439	LP32455-5	LP31392-1
3440	LP32505-7	LP76034-5
3441	LP32507-3	LP432812-8
3442	LP32511-5	LP432812-8
3443	LP32512-3	LP31675-9
3444	LP32515-6	LP7593-9
3445	LP32517-2	LP32515-6
3446	LP32649-3	LP14976-2
3447	LP32667-5	LP31392-1
3448	LP32680-8	LP31415-0
3449	LP32687-3	LP15493-7
3450	LP32721-0	LP36815-6
3451	LP32726-9	LP149832-0
3452	LP32727-7	LP15705-4
3453	LP32730-1	LP31392-1
3454	LP32749-1	LP7825-5
3455	LP32750-9	LP7822-2
3456	LP32754-1	LP32866-3
3457	LP32755-8	LP32866-3
3458	LP32756-6	LP15677-5
3459	LP32767-3	LP19684-7
3460	LP32788-9	LP16849-9
3461	LP32789-7	LP19684-7
3462	LP32790-5	LP32750-9
3463	LP32793-9	LP16846-5
3464	LP32794-7	LP19650-8
3465	LP32795-4	LP19650-8
3466	LP32805-1	LP7776-0
3467	LP32818-4	LP7798-4
3468	LP32866-3	LP15346-7
3469	LP32868-9	LP15510-8
3470	LP32869-7	LP15033-1
3471	LP32871-3	LP31771-6
3472	LP32871-3	LP16849-9
3473	LP32873-9	LP31771-6
3474	LP32873-9	LP16849-9
3475	LP32873-9	LP32788-9
3476	LP32875-4	LP31771-6
3477	LP32875-4	LP32788-9
3478	LP32876-2	LP31771-6
3479	LP32876-2	LP16849-9
3480	LP32877-0	LP31771-6
3481	LP32877-0	LP16849-9
3482	LP32883-8	LP31771-6
3483	LP32885-3	LP31771-6
3484	LP32885-3	LP16849-9
3485	LP32886-1	LP31406-9
3486	LP32905-9	LP136293-0
3487	LP32938-0	LP7844-6
3488	LP32941-4	LP32938-0
3489	LP32943-0	LP7783-6
3490	LP33021-4	LP7834-7
3491	LP33025-5	LP7786-9
3492	LP33032-1	LP33117-0
3493	LP33047-9	LP63731-1
3494	LP33048-7	LP15838-3
3495	LP33051-1	LP15838-3
3496	LP33053-7	LP31392-1
3497	LP33055-2	LP33079-2
3498	LP33056-0	LP33081-8
3499	LP33057-8	LP33083-4
3500	LP33058-6	LP33079-2
3501	LP33059-4	LP33081-8
3502	LP33062-8	LP33083-4
3503	LP33063-6	LP33081-8
3504	LP33065-1	LP33079-2
3505	LP33066-9	LP33081-8
3506	LP33068-5	LP33081-8
3507	LP33069-3	LP33081-8
3508	LP33070-1	LP33085-9
3509	LP33071-9	LP33084-2
3510	LP33072-7	LP33081-8
3511	LP33073-5	LP33079-2
3512	LP33074-3	LP33081-8
3513	LP33075-0	LP33085-9
3514	LP33076-8	LP33083-4
3515	LP33077-6	LP33084-2
3516	LP33078-4	LP33084-2
3517	LP33079-2	LP14488-8
3518	LP33081-8	LP14488-8
3519	LP33083-4	LP14488-8
3520	LP33084-2	LP33083-4
3521	LP33085-9	LP33083-4
3522	LP33086-7	LP33085-9
3523	LP33088-3	LP33084-2
3524	LP33089-1	LP33085-9
3525	LP33093-3	LP33117-0
3526	LP33100-6	LP432811-0
3527	LP33101-4	LP432810-2
3528	LP33102-2	LP432810-2
3529	LP33103-0	LP432810-2
3530	LP33104-8	LP432810-2
3531	LP33105-5	LP432810-2
3532	LP33106-3	LP432810-2
3533	LP33107-1	LP432810-2
3534	LP33108-9	LP432810-2
3535	LP33109-7	LP432810-2
3536	LP33112-1	LP432810-2
3537	LP33114-7	LP432810-2
3538	LP33116-2	LP432810-2
3539	LP33117-0	LP432810-2
3540	LP33121-2	LP432810-2
3541	LP33123-8	LP432810-2
3542	LP33130-3	LP432810-2
3543	LP33131-1	LP432810-2
3544	LP33156-8	LP63731-1
3545	LP33159-2	LP33158-4
3546	LP33160-0	LP33158-4
3547	LP33168-3	LP19757-1
3548	LP33169-1	LP19757-1
3549	LP33170-9	LP19503-9
3550	LP33171-7	LP19503-9
3551	LP33177-4	LP7824-8
3552	LP33182-4	LP15275-8
3553	LP33183-2	LP15275-8
3554	LP33184-0	LP31696-5
3555	LP33187-3	LP19795-1
3556	LP33188-1	LP19795-1
3557	LP33189-9	LP19794-4
3558	LP33190-7	LP19794-4
3559	LP33197-2	LP19793-6
3560	LP33198-0	LP19793-6
3561	LP33200-4	LP30742-8
3562	LP33201-2	LP30742-8
3563	LP33205-3	LP15493-7
3564	LP33206-1	LP30742-8
3565	LP33210-3	LP14488-8
3566	LP33212-9	LP33211-1
3567	LP33215-2	LP32748-3
3568	LP33217-8	LP28735-6
3569	LP33218-6	LP28735-6
3570	LP33228-5	LP35654-0
3571	LP33229-3	LP62875-7
3572	LP33231-9	LP7822-2
3573	LP33237-6	LP30742-8
3574	LP33247-5	LP31392-1
3575	LP33248-3	LP31392-1
3576	LP33249-1	LP31392-1
3577	LP33250-9	LP31392-1
3578	LP33260-8	LP30793-1
3579	LP33264-0	LP31413-5
3580	LP33265-7	LP56738-5
3581	LP33273-1	LP15946-4
3582	LP33274-9	LP15946-4
3583	LP33279-8	LP31432-5
3584	LP33283-0	LP31953-0
3585	LP33284-8	LP33283-0
3586	LP33289-7	LP14914-3
3587	LP33290-5	LP33116-2
3588	LP33294-7	LP15318-6
3589	LP33320-0	LP33319-2
3590	LP33321-8	LP33319-2
3591	LP33322-6	LP33319-2
3592	LP33323-4	LP33319-2
3593	LP33324-2	LP33319-2
3594	LP33334-1	LP32866-3
3595	LP33340-8	LP29325-5
3596	LP33343-2	LP15643-7
3597	LP33344-0	LP19787-8
3598	LP33345-7	LP19787-8
3599	LP33371-3	LP16874-7
3600	LP33556-9	LP63731-1
3601	LP33560-1	LP33319-2
3602	LP33664-1	LP32768-1
3603	LP343304-4	LP70194-3
3604	LP343317-6	LP343333-3
3605	LP343318-4	LP19251-5
3606	LP343319-2	LP19251-5
3607	LP343320-0	LP19251-5
3608	LP343321-8	LP19251-5
3609	LP343322-6	LP15708-8
3610	LP343323-4	LP19251-5
3611	LP343324-2	LP19251-5
3612	LP343325-9	LP16874-7
3613	LP343326-7	LP16874-7
3614	LP343327-5	LP15710-4
3615	LP343329-1	LP15710-4
3616	LP343331-7	LP343333-3
3617	LP343395-2	LP7824-8
3618	LP343397-8	LP348814-7
3619	LP343398-6	LP348814-7
3620	LP343399-4	LP348814-7
3621	LP343400-0	LP348814-7
3622	LP343406-7	LP29693-6
3623	LP343631-0	LP29693-6
3624	LP34379-5	LP16846-5
3625	LP343831-6	LP70194-3
3626	LP34384-5	LP7435-3
3627	LP34391-0	LP31771-6
3628	LP343929-8	LP70194-3
3629	LP343938-9	LP343939-7
3630	LP343940-5	LP94324-8
3631	LP343958-7	LP70194-3
3632	LP343959-5	LP345006-3
3633	LP343960-3	LP345005-5
3634	LP343961-1	LP345008-9
3635	LP343962-9	LP345007-1
3636	LP344936-2	LP31943-1
3637	LP344946-1	LP31400-2
3638	LP344946-1	LP18221-9
3639	LP344996-6	LP344997-4
3640	LP345001-4	LP345000-6
3641	LP345002-2	LP345003-0
3642	LP345114-5	LP62057-2
3643	LP345149-1	LP70194-3
3644	LP345156-6	LP76034-5
3645	LP34566-7	LP29636-5
3646	LP34570-9	LP31392-1
3647	LP34574-1	LP19724-1
3648	LP34575-8	LP29636-5
3649	LP34583-2	LP15838-3
3650	LP34584-0	LP19684-7
3651	LP34586-5	LP19684-7
3652	LP34587-3	LP19684-7
3653	LP34588-1	LP19684-7
3654	LP34589-9	LP19684-7
3655	LP34590-7	LP19684-7
3656	LP34591-5	LP19684-7
3657	LP34592-3	LP19684-7
3658	LP34593-1	LP19684-7
3659	LP34629-3	LP31396-2
3660	LP34630-1	LP20163-9
3661	LP34631-9	LP18377-9
3662	LP34632-7	LP31687-4
3663	LP34646-7	LP14697-4
3664	LP34675-6	LP18194-8
3665	LP34730-9	LP14483-9
3666	LP34777-0	LP34869-5
3667	LP34796-0	LP34869-5
3668	LP34865-3	LP19684-7
3669	LP34869-5	LP7790-1
3670	LP34980-0	LP31419-2
3671	LP34987-5	LP14688-3
3672	LP35052-7	LP14022-5
3673	LP35077-4	LP33107-1
3674	LP35209-3	LP14299-9
3675	LP35210-1	LP14299-9
3676	LP35211-9	LP14299-9
3677	LP35212-7	LP14299-9
3678	LP35390-1	LP31392-1
3679	LP35553-4	LP19734-0
3680	LP35554-2	LP35547-6
3681	LP35555-9	LP31891-2
3682	LP35556-7	LP31891-2
3683	LP35557-5	LP35548-4
3684	LP35558-3	LP35547-6
3685	LP35559-1	LP35547-6
3686	LP35560-9	LP31891-2
3687	LP35561-7	LP35547-6
3688	LP35562-5	LP31856-5
3689	LP35563-3	LP35549-2
3690	LP35564-1	LP35551-8
3691	LP35565-8	LP35552-6
3692	LP35587-2	LP32672-5
3693	LP35588-0	LP32672-5
3694	LP35603-7	LP14651-1
3695	LP35624-3	LP35626-8
3696	LP35625-0	LP15749-2
3697	LP35639-1	LP31654-4
3698	LP35640-9	LP31654-4
3699	LP35641-7	LP19676-3
3700	LP35642-5	LP19676-3
3701	LP35643-3	LP35630-0
3702	LP35644-1	LP35632-6
3703	LP35645-8	LP35632-6
3704	LP35652-4	LP33143-6
3705	LP35653-2	LP35626-8
3706	LP35677-1	LP31405-1
3707	LP35723-3	LP31771-6
3708	LP35730-8	LP18176-5
3709	LP35742-3	LP35694-6
3710	LP35745-6	LP15954-8
3711	LP35746-4	LP35694-6
3712	LP35747-2	LP35694-6
3713	LP35748-0	LP31650-2
3714	LP35751-4	LP14331-0
3715	LP35752-2	LP18377-9
3716	LP35765-4	LP33121-2
3717	LP35767-0	LP15623-9
3718	LP35889-2	LP16874-7
3719	LP35893-4	LP17650-0
3720	LP35919-7	LP30607-3
3721	LP35921-3	LP35960-1
3722	LP35921-3	LP7840-4
3723	LP35960-1	LP29693-6
3724	LP35960-1	LP7787-7
3725	LP36034-4	LP19650-8
3726	LP36035-1	LP15601-5
3727	LP36036-9	LP15612-2
3728	LP36040-1	LP14331-0
3729	LP36161-5	LP37950-0
3730	LP36173-0	LP63733-7
3731	LP36180-5	LP33109-7
3732	LP36186-2	LP31405-1
3733	LP36197-9	LP7824-8
3734	LP36342-1	LP19684-7
3735	LP36343-9	LP19684-7
3736	LP36344-7	LP36032-8
3737	LP36345-4	LP36032-8
3738	LP36348-8	LP7787-7
3739	LP36361-1	LP14913-5
3740	LP36394-2	LP30607-3
3741	LP36420-5	LP66333-3
3742	LP36421-3	LP15318-6
3743	LP36425-4	LP15953-0
3744	LP36464-3	LP7822-2
3745	LP36465-0	LP19684-7
3746	LP36469-2	LP31672-6
3747	LP36470-0	LP15491-1
3748	LP36471-8	LP15492-9
3749	LP36472-6	LP15493-7
3750	LP36474-2	LP16874-7
3751	LP36475-9	LP16874-7
3752	LP36477-5	LP36473-4
3753	LP36498-1	LP7091-4
3754	LP36574-9	LP14377-3
3755	LP36594-7	LP32866-3
3756	LP36595-4	LP32866-3
3757	LP36603-6	LP19251-5
3758	LP36604-4	LP15710-4
3759	LP36605-1	LP15708-8
3760	LP36606-9	LP32866-3
3761	LP36607-7	LP15430-9
3762	LP36653-1	LP31418-4
3763	LP36654-9	LP31418-4
3764	LP36663-0	LP14467-2
3765	LP36679-6	LP28550-9
3766	LP36680-4	LP7844-6
3767	LP36715-8	LP31953-0
3768	LP36716-6	LP31653-6
3769	LP36718-2	LP31653-6
3770	LP36719-0	LP31654-4
3771	LP36720-8	LP31653-6
3772	LP36721-6	LP18377-9
3773	LP36726-5	LP14310-4
3774	LP36727-3	LP193279-9
3775	LP36731-5	LP18450-4
3776	LP36732-3	LP14161-1
3777	LP36732-3	LP31653-6
3778	LP36734-9	LP14161-1
3779	LP36737-2	LP14676-8
3780	LP36760-4	LP30569-5
3781	LP36760-4	LP7363-7
3782	LP36785-1	LP33279-8
3783	LP36786-9	LP31392-1
3784	LP36788-5	LP15621-3
3785	LP36792-7	LP18233-4
3786	LP36793-5	LP31653-6
3787	LP36795-0	LP31653-6
3788	LP36796-8	LP31653-6
3789	LP36802-4	LP15316-0
3790	LP36805-7	LP15090-1
3791	LP36806-5	LP15097-6
3792	LP36807-3	LP31392-1
3793	LP36808-1	LP15835-9
3794	LP36809-9	LP15835-9
3795	LP36815-6	LP7786-9
3796	LP36872-7	LP14487-0
3797	LP36886-7	LP14651-1
3798	LP36907-1	LP19788-6
3799	LP36908-9	LP19788-6
3800	LP37424-6	LP19666-4
3801	LP37834-6	LP18699-6
3802	LP37950-0	LP18046-0
3803	LP38608-3	LP14669-3
3804	LP38609-1	LP38608-3
3805	LP38610-9	LP38608-3
3806	LP38618-2	LP38619-0
3807	LP38619-0	LP14674-3
3808	LP38620-8	LP14674-3
3809	LP38712-3	LP15674-2
3810	LP38713-1	LP38712-3
3811	LP38714-9	LP35603-7
3812	LP39043-2	LP18180-7
3813	LP39135-6	LP29281-0
3814	LP39811-2	LP31412-7
3815	LP39931-8	LP18266-4
3816	LP39996-1	LP14697-4
3817	LP40001-7	LP17727-6
3818	LP40002-5	LP40001-7
3819	LP40007-4	LP16774-9
3820	LP40009-0	LP18581-6
3821	LP40010-8	LP19424-8
3822	LP402141-8	LP343942-1
3823	LP40224-5	LP7839-6
3824	LP40317-7	LP7851-1
3825	LP40334-2	LP14488-8
3826	LP40337-5	LP7057-5
3827	LP40339-1	LP7479-1
3828	LP40340-9	LP7057-5
3829	LP40341-7	LP7593-9
3830	LP40342-5	LP40341-7
3831	LP40343-3	LP30569-5
3832	LP40344-1	LP30569-5
3833	LP40345-8	LP30569-5
3834	LP40348-2	LP30569-5
3835	LP40350-8	LP7593-9
3836	LP40352-4	LP31696-5
3837	LP40410-0	LP65876-2
3838	LP404776-9	LP62214-9
3839	LP404821-3	LP34722-6
3840	LP40488-6	LP63010-0
3841	LP40488-6	LP31412-7
3842	LP40499-3	LP14643-8
3843	LP405412-0	LP344995-8
3844	LP406705-6	LP200463-0
3845	LP406706-4	LP34683-0
3846	LP406707-2	LP182376-6
3847	LP406709-8	LP343942-1
3848	LP406710-6	LP344998-2
3849	LP406711-4	LP310274-8
3850	LP410743-1	LP36348-8
3851	LP410743-1	LP19405-7
3852	LP410744-9	LP62875-7
3853	LP410745-6	LP63732-9
3854	LP410746-4	LP32748-3
3855	LP410747-2	LP62875-7
3856	LP410748-0	LP36654-9
3857	LP410749-8	LP36653-1
3858	LP410765-4	LP411082-3
3859	LP410825-6	LP32748-3
3860	LP410826-4	LP32748-3
3861	LP410953-6	LP70194-3
3862	LP410955-1	LP202929-8
3863	LP410958-5	LP427513-9
3864	LP410964-3	LP410965-0
3865	LP410970-0	LP427513-9
3866	LP411023-7	LP213613-5
3867	LP411024-5	LP185947-1
3868	LP411025-2	LP416917-5
3869	LP411026-0	LP348814-7
3870	LP411027-8	LP15623-9
3871	LP411029-4	LP15444-0
3872	LP411030-2	LP15444-0
3873	LP411031-0	LP15444-0
3874	LP411032-8	LP15444-0
3875	LP411033-6	LP15444-0
3876	LP411034-4	LP15444-0
3877	LP411035-1	LP15444-0
3878	LP411037-7	LP15444-0
3879	LP411038-5	LP15444-0
3880	LP411039-3	LP15444-0
3881	LP411042-7	LP15444-0
3882	LP411043-5	LP15444-0
3883	LP411049-2	LP15444-0
3884	LP411050-0	LP15444-0
3885	LP411051-8	LP31654-4
3886	LP411052-6	LP31654-4
3887	LP411083-1	LP411082-3
3888	LP411091-4	LP232001-0
3889	LP411092-2	LP232001-0
3890	LP411094-8	LP232001-0
3891	LP411095-5	LP232001-0
3892	LP411096-3	LP232001-0
3893	LP411097-1	LP232001-0
3894	LP411098-9	LP232001-0
3895	LP411310-8	LP411311-6
3896	LP411312-4	LP411313-2
3897	LP411319-9	LP202929-8
3898	LP411431-2	LP202929-8
3899	LP411443-7	LP410956-9
3900	LP411464-3	LP70194-3
3901	LP411465-0	LP70194-3
3902	LP411466-8	LP232001-0
3903	LP411467-6	LP232001-0
3904	LP411468-4	LP232001-0
3905	LP411581-4	LP411411-4
3906	LP411703-4	LP31406-9
3907	LP411705-9	LP15620-5
3908	LP411706-7	LP31406-9
3909	LP411710-9	LP19697-9
3910	LP411715-8	LP411714-1
3911	LP411717-4	LP411716-6
3912	LP411726-5	LP411725-7
3913	LP411826-3	LP62057-2
3914	LP411827-1	LP62057-2
3915	LP411828-9	LP411829-7
3916	LP411833-9	LP416920-9
3917	LP411834-7	LP416909-2
3918	LP411837-0	LP416912-6
3919	LP411838-8	LP416913-4
3920	LP411839-6	LP416921-7
3921	LP411862-8	LP31397-0
3922	LP411863-6	LP31397-0
3923	LP411864-4	LP31397-0
3924	LP411865-1	LP31397-0
3925	LP411866-9	LP31397-0
3926	LP411867-7	LP31397-0
3927	LP411946-9	LP411945-1
3928	LP412030-1	LP14676-8
3929	LP412087-1	LP31406-9
3930	LP412089-7	LP193279-9
3931	LP412148-1	LP427513-9
3932	LP412213-3	LP31406-9
3933	LP412214-1	LP31406-9
3934	LP412215-8	LP31406-9
3935	LP412218-2	LP15705-4
3936	LP412352-9	LP31870-6
3937	LP412353-7	LP412101-0
3938	LP412354-5	LP411835-4
3939	LP412355-2	LP411829-7
3940	LP412356-0	LP208597-7
3941	LP412357-8	LP145765-6
3942	LP412358-6	LP36880-0
3943	LP412359-4	LP34969-3
3944	LP412360-2	LP411835-4
3945	LP412361-0	LP411831-3
3946	LP412362-8	LP411830-5
3947	LP412363-6	LP36881-8
3948	LP416130-5	LP411447-8
3949	LP416133-9	LP412102-8
3950	LP416136-2	LP412101-0
3951	LP416494-5	LP202929-8
3952	LP417220-3	LP70194-3
3953	LP417224-5	LP31415-0
3954	LP417233-6	LP417763-2
3955	LP417234-4	LP417763-2
3956	LP417235-1	LP417763-2
3957	LP417236-9	LP417763-2
3958	LP417252-6	LP31696-5
3959	LP417362-3	LP32748-3
3960	LP417367-2	LP19203-6
3961	LP417381-3	LP417380-5
3962	LP417383-9	LP417382-1
3963	LP417385-4	LP417384-7
3964	LP417387-0	LP417386-2
3965	LP417389-6	LP417388-8
3966	LP417391-2	LP417390-4
3967	LP417393-8	LP417392-0
3968	LP417395-3	LP417394-6
3969	LP417397-9	LP417396-1
3970	LP417399-5	LP417398-7
3971	LP417401-9	LP417400-1
3972	LP417403-5	LP417402-7
3973	LP417405-0	LP417404-3
3974	LP417407-6	LP417406-8
3975	LP417409-2	LP417408-4
3976	LP417411-8	LP417410-0
3977	LP417413-4	LP417412-6
3978	LP417415-9	LP417414-2
3979	LP417417-5	LP417416-7
3980	LP417419-1	LP417418-3
3981	LP417434-0	LP157423-7
3982	LP417491-0	LP33158-4
3983	LP417492-8	LP31889-6
3984	LP417493-6	LP19753-0
3985	LP417494-4	LP19763-9
3986	LP417495-1	LP62085-3
3987	LP417496-9	LP208428-5
3988	LP417497-7	LP19700-1
3989	LP417498-5	LP208566-2
3990	LP417499-3	LP36885-9
3991	LP417500-8	LP35632-6
3992	LP417501-6	LP71410-2
3993	LP417502-4	LP65897-8
3994	LP417503-2	LP35694-6
3995	LP417504-0	LP33141-0
3996	LP417505-7	LP33177-4
3997	LP417506-5	LP63480-5
3998	LP417507-3	LP19710-0
3999	LP417508-1	LP97931-7
4000	LP417509-9	LP19702-7
4001	LP417510-7	LP99579-2
4002	LP417511-5	LP28553-3
4003	LP417512-3	LP19474-3
4004	LP417513-1	LP136154-4
4005	LP417514-9	LP19769-6
4006	LP417515-6	LP61787-5
4007	LP417516-4	LP19722-5
4008	LP417517-2	LP33049-5
4009	LP417518-0	LP33319-2
4010	LP417519-8	LP97932-5
4011	LP417520-6	LP71163-7
4012	LP417521-4	LP35690-4
4013	LP417522-2	LP19697-9
4014	LP417523-0	LP14459-9
4015	LP417524-8	LP19682-1
4016	LP417525-5	LP33144-4
4017	LP417557-8	LP32750-9
4018	LP417558-6	LP32750-9
4019	LP417562-8	LP7824-8
4020	LP417563-6	LP7824-8
4021	LP417564-4	LP7824-8
4022	LP417565-1	LP157423-7
4023	LP417566-9	LP157451-8
4024	LP417567-7	LP97107-4
4025	LP417568-5	LP40500-8
4026	LP417569-3	LP19693-8
4027	LP417570-1	LP173520-0
4028	LP417571-9	LP157498-9
4029	LP417572-7	LP19739-9
4030	LP417573-5	LP7824-8
4031	LP417574-3	LP157516-8
4032	LP417575-0	LP7824-8
4033	LP417576-8	LP65333-4
4034	LP417577-6	LP35863-7
4035	LP417578-4	LP7824-8
4036	LP417579-2	LP7824-8
4037	LP417580-0	LP32710-3
4038	LP417630-3	LP202929-8
4039	LP417631-1	LP32710-3
4040	LP417631-1	LP36033-6
4041	LP417631-1	LP33223-6
4042	LP417632-9	LP32674-1
4043	LP417643-6	LP32750-9
4044	LP417644-4	LP7825-5
4045	LP417645-1	LP64426-7
4046	LP417646-9	LP32750-9
4047	LP417648-5	LP70194-3
4048	LP417746-7	LP15838-3
4049	LP417762-4	LP417763-2
4050	LP417766-5	LP14491-2
4051	LP417855-6	LP31953-0
4052	LP417860-6	LP7824-8
4053	LP417874-7	LP7824-8
4054	LP418221-0	LP7825-5
4055	LP418222-8	LP32748-3
4056	LP418223-6	LP418230-1
4057	LP418235-0	LP31870-6
4058	LP418235-0	LP193279-9
4059	LP418254-1	LP32710-3
4060	LP418368-9	LP32710-3
4061	LP418369-7	LP32750-9
4062	LP418370-5	LP70194-3
4063	LP418389-5	LP15837-5
4064	LP418390-3	LP418389-5
4065	LP418391-1	LP418389-5
4066	LP418392-9	LP418389-5
4067	LP418736-7	LP32748-3
4068	LP418737-5	LP32750-9
4069	LP418738-3	LP32750-9
4070	LP418846-4	LP31870-6
4071	LP418847-2	LP183664-4
4072	LP418872-0	LP417873-9
4073	LP418882-9	LP418788-8
4074	LP418883-7	LP418789-6
4075	LP418884-5	LP418790-4
4076	LP418885-2	LP32672-5
4077	LP418887-8	LP418791-2
4078	LP418888-6	LP418792-0
4079	LP418891-0	LP418793-8
4080	LP418897-7	LP418794-6
4081	LP418902-5	LP35581-5
4082	LP418903-3	LP190759-3
4083	LP418904-1	LP61786-7
4084	LP418906-6	LP418795-3
4085	LP418911-6	LP418796-1
4086	LP418912-4	LP418797-9
4087	LP418913-2	LP418798-7
4088	LP419092-4	LP33223-6
4089	LP419475-1	LP31409-3
4090	LP419496-7	LP31653-6
4091	LP419507-1	LP15816-9
4092	LP419508-9	LP15815-1
4093	LP419509-7	LP31653-6
4094	LP419575-8	LP19700-1
4095	LP419576-6	LP265684-3
4096	LP420044-2	LP420043-4
4097	LP420082-2	LP7825-5
4098	LP420083-0	LP7825-5
4099	LP420117-6	LP7825-5
4100	LP420118-4	LP7825-5
4101	LP420297-6	LP31398-8
4102	LP420302-4	LP31428-3
4103	LP420672-0	LP7825-5
4104	LP420673-8	LP7825-5
4105	LP420703-3	LP14488-8
4106	LP420704-1	LP31413-5
4107	LP420712-4	LP31434-1
4108	LP420752-0	LP31412-7
4109	LP420778-5	LP71403-7
4110	LP420779-3	LP36419-7
4111	LP420780-1	LP31884-7
4112	LP420782-7	LP19656-5
4113	LP420785-0	LP185951-3
4114	LP420795-9	LP420119-2
4115	LP420796-7	LP265700-7
4116	LP420797-5	LP33239-2
4117	LP420798-3	LP420049-1
4118	LP420799-1	LP420116-8
4119	LP420800-7	LP420048-3
4120	LP420820-5	LP34973-5
4121	LP420836-1	LP420050-9
4122	LP420892-4	LP31653-6
4123	LP420988-0	LP6165-7
4124	LP421049-0	LP31391-3
4125	LP421050-8	LP31391-3
4126	LP421051-6	LP31391-3
4127	LP421240-5	LP31418-4
4128	LP421438-5	LP6165-7
4129	LP422046-5	LP36215-9
4130	LP422189-3	LP15838-3
4131	LP422189-3	LP7851-1
4132	LP422240-4	LP14689-1
4133	LP422366-7	LP31418-4
4134	LP422368-3	LP19405-7
4135	LP422654-6	LP427513-9
4136	LP422762-7	LP31398-8
4137	LP422763-5	LP31397-0
4138	LP422925-0	LP34683-0
4139	LP422982-1	LP7057-5
4140	LP423001-9	LP14689-1
4141	LP426321-8	LP31418-4
4142	LP426460-4	LP427513-9
4143	LP426461-2	LP427513-9
4144	LP426473-7	LP427513-9
4145	LP426474-5	LP427513-9
4146	LP426512-2	LP7822-2
4147	LP426527-0	LP7824-8
4148	LP426531-2	LP64868-0
4149	LP426537-9	LP57347-4
4150	LP426538-7	LP57347-4
4151	LP426579-1	LP14635-4
4152	LP426582-5	LP14635-4
4153	LP426583-3	LP14635-4
4154	LP426918-1	LP7593-9
4155	LP427334-0	LP19682-1
4156	LP427335-7	LP208439-2
4157	LP427336-5	LP61787-5
4158	LP427337-3	LP71163-7
4159	LP427338-1	LP19769-6
4160	LP427339-9	LP422604-1
4161	LP427340-7	LP422605-8
4162	LP427341-5	LP422606-6
4163	LP427342-3	LP265698-3
4164	LP427343-1	LP212147-5
4165	LP427344-9	LP422648-8
4166	LP428138-4	LP31397-0
4167	LP428140-0	LP6165-7
4168	LP428141-8	LP31418-4
4169	LP428151-7	LP157803-0
4170	LP428152-5	LP200463-0
4171	LP428253-1	LP63010-0
4172	LP428254-9	LP30867-3
4173	LP428255-6	LP30867-3
