group_num	property	value	terms
750	analyte-core	LP221248-0	36714-4|36715-1|37788-7|83045-5
750	category	LP7138-3	36714-4|36715-1|37788-7|83045-5
750	category	LP7787-7	36714-4|36715-1|37788-7|83045-5
750	class_	LP29684-5	36714-4|36715-1|37788-7|83045-5
751	METHOD_TYP-supplementary	LP21166-1	36716-9|37841-4
751	PROPERTY-supplementary	LP6813-2	36716-9|37841-4
751	SCALE_TYP-supplementary	LP32888-7	36716-9|37841-4
751	analyte-core	LP221248-0	36716-9|37841-4
751	category	LP7584-8	36716-9|37841-4
751	category	LP7787-7	36716-9|37841-4
751	class_	LP29684-5	36716-9|37841-4
752	METHOD_TYP-supplementary	LP21166-1	36718-5|37816-6|37896-8
752	PROPERTY-supplementary	LP6813-2	36718-5|37816-6|37896-8
752	SCALE_TYP-supplementary	LP32888-7	36718-5|37816-6|37896-8
752	analyte-core	LP221248-0	36718-5|37816-6|37896-8
752	category	LP30627-1	36718-5|37816-6|37896-8
752	category	LP7787-7	36718-5|37816-6|37896-8
752	class_	LP29684-5	36718-5|37816-6|37896-8
753	METHOD_TYP-supplementary	LP21166-1	36719-3|37822-4
753	PROPERTY-supplementary	LP6813-2	36719-3|37822-4
753	SCALE_TYP-supplementary	LP32888-7	36719-3|37822-4
753	analyte-core	LP221248-0	36719-3|37822-4
753	category	LP30346-8	36719-3|37822-4
753	category	LP7787-7	36719-3|37822-4
753	class_	LP29684-5	36719-3|37822-4
754	METHOD_TYP-supplementary	LP21166-1	36720-1|36721-9|37668-1|39072-4
754	PROPERTY-supplementary	LP6813-2	36720-1|36721-9|37668-1|39072-4
754	SCALE_TYP-supplementary	LP32888-7	36720-1|36721-9|37668-1|39072-4
754	analyte-core	LP221249-8	36720-1|36721-9|37668-1|39072-4
754	category	LP7008-8	36720-1|36721-9|37668-1|39072-4
754	category	LP7787-7	36720-1|36721-9|37668-1|39072-4
754	class_	LP29684-5	36720-1|36721-9|37668-1|39072-4
755	METHOD_TYP-supplementary	LP21166-1	36722-7|36723-5|36724-3|37685-5
755	PROPERTY-supplementary	LP6813-2	36722-7|36723-5|36724-3|37685-5
755	SCALE_TYP-supplementary	LP32888-7	36722-7|36723-5|36724-3|37685-5
755	analyte-core	LP221249-8	36722-7|36723-5|36724-3|37685-5
755	category	LP7196-1	36722-7|36723-5|36724-3|37685-5
755	category	LP7787-7	36722-7|36723-5|36724-3|37685-5
755	class_	LP29684-5	36722-7|36723-5|36724-3|37685-5
756	METHOD_TYP-supplementary	LP21166-1	36725-0|36726-8|36727-6|37696-2
756	PROPERTY-supplementary	LP6813-2	36725-0|36726-8|36727-6|37696-2
756	SCALE_TYP-supplementary	LP32888-7	36725-0|36726-8|36727-6|37696-2
756	analyte-core	LP221249-8	36725-0|36726-8|36727-6|37696-2
756	category	LP29978-1	36725-0|36726-8|36727-6|37696-2
756	category	LP7787-7	36725-0|36726-8|36727-6|37696-2
756	class_	LP29684-5	36725-0|36726-8|36727-6|37696-2
757	METHOD_TYP-supplementary	LP21166-1	36728-4|36729-2|36730-0|37702-8
757	PROPERTY-supplementary	LP6813-2	36728-4|36729-2|36730-0|37702-8
757	SCALE_TYP-supplementary	LP32888-7	36728-4|36729-2|36730-0|37702-8
757	analyte-core	LP221249-8	36728-4|36729-2|36730-0|37702-8
757	category	LP7245-6	36728-4|36729-2|36730-0|37702-8
757	category	LP7787-7	36728-4|36729-2|36730-0|37702-8
757	class_	LP29684-5	36728-4|36729-2|36730-0|37702-8
758	METHOD_TYP-supplementary	LP21166-1	36732-6|36733-4|37748-1
758	PROPERTY-supplementary	LP6813-2	36732-6|36733-4|37748-1
758	SCALE_TYP-supplementary	LP32888-7	36732-6|36733-4|37748-1
758	analyte-core	LP221249-8	36732-6|36733-4|37748-1
758	category	LP7381-9	36732-6|36733-4|37748-1
758	category	LP7787-7	36732-6|36733-4|37748-1
758	class_	LP29684-5	36732-6|36733-4|37748-1
759	METHOD_TYP-supplementary	LP21166-1	36734-2|36735-9
759	PROPERTY-supplementary	LP6813-2	36734-2|36735-9
759	SCALE_TYP-supplementary	LP32888-7	36734-2|36735-9
759	analyte-core	LP221249-8	36734-2|36735-9
759	category	LP7596-2	36734-2|36735-9
759	category	LP7787-7	36734-2|36735-9
759	class_	LP29684-5	36734-2|36735-9
760	METHOD_TYP-supplementary	LP21166-1	36737-5|36738-3|36893-6|42007-5|44209-5|48466-7
760	PROPERTY-supplementary	LP6813-2	36737-5|36738-3|36893-6|42007-5|44209-5|48466-7
760	SCALE_TYP-supplementary	LP32888-7	36737-5|36738-3|36893-6|42007-5|44209-5|48466-7
760	analyte-core	LP33428-1	36737-5|36738-3|36893-6|42007-5|44209-5|48466-7
760	category	LP7281-1	36737-5|36738-3|36893-6|42007-5|44209-5|48466-7
760	category	LP7787-7	36737-5|36738-3|36893-6|42007-5|44209-5|48466-7
760	class_	LP29684-5	36737-5|36738-3|36893-6|42007-5|44209-5|48466-7
761	METHOD_TYP-supplementary	LP21166-1	36739-1|37642-6|38838-9
761	PROPERTY-supplementary	LP6813-2	36739-1|37642-6|38838-9
761	SCALE_TYP-supplementary	LP32888-7	36739-1|37642-6|38838-9
761	analyte-core	LP33428-1	36739-1|37642-6|38838-9
761	category	LP7733-1	36739-1|37642-6|38838-9
761	category	LP7787-7	36739-1|37642-6|38838-9
761	class_	LP29684-5	36739-1|37642-6|38838-9
762	METHOD_TYP-supplementary	LP21166-1	36742-5|36743-3|37709-3
762	PROPERTY-supplementary	LP6813-2	36742-5|36743-3|37709-3
762	SCALE_TYP-supplementary	LP32888-7	36742-5|36743-3|37709-3
762	analyte-core	LP33429-9	36742-5|36743-3|37709-3
762	category	LP30629-7	36742-5|36743-3|37709-3
762	category	LP7787-7	36742-5|36743-3|37709-3
762	class_	LP29684-5	36742-5|36743-3|37709-3
763	METHOD_TYP-supplementary	LP21166-1	36748-2|43791-3
763	PROPERTY-supplementary	LP6813-2	36748-2|43791-3
763	SCALE_TYP-supplementary	LP32888-7	36748-2|43791-3
763	analyte-core	LP33429-9	36748-2|43791-3
763	category	LP7596-2	36748-2|43791-3
763	category	LP7787-7	36748-2|43791-3
763	class_	LP29684-5	36748-2|43791-3
764	METHOD_TYP-supplementary	LP21166-1	36749-0|36894-4|37817-4
764	PROPERTY-supplementary	LP6813-2	36749-0|36894-4|37817-4
764	SCALE_TYP-supplementary	LP32888-7	36749-0|36894-4|37817-4
764	analyte-core	LP33429-9	36749-0|36894-4|37817-4
764	category	LP30627-1	36749-0|36894-4|37817-4
764	category	LP7787-7	36749-0|36894-4|37817-4
764	class_	LP29684-5	36749-0|36894-4|37817-4
765	METHOD_TYP-supplementary	LP21166-1	36752-4|36753-2|37713-5
765	PROPERTY-supplementary	LP6813-2	36752-4|36753-2|37713-5
765	SCALE_TYP-supplementary	LP32888-7	36752-4|36753-2|37713-5
765	analyte-core	LP221266-2	36752-4|36753-2|37713-5
765	category	LP7279-5	36752-4|36753-2|37713-5
765	category	LP7787-7	36752-4|36753-2|37713-5
765	class_	LP29684-5	36752-4|36753-2|37713-5
766	METHOD_TYP-supplementary	LP21166-1	36755-7|36756-5|36757-3|37715-0
766	PROPERTY-supplementary	LP6813-2	36755-7|36756-5|36757-3|37715-0
766	SCALE_TYP-supplementary	LP32888-7	36755-7|36756-5|36757-3|37715-0
766	analyte-core	LP221267-0	36755-7|36756-5|36757-3|37715-0
766	category	LP7279-5	36755-7|36756-5|36757-3|37715-0
766	category	LP7787-7	36755-7|36756-5|36757-3|37715-0
766	class_	LP29684-5	36755-7|36756-5|36757-3|37715-0
767	METHOD_TYP-supplementary	LP220469-3	36764-9|36765-6|69135-2|69253-3
767	PROPERTY-supplementary	LP6813-2	36764-9|36765-6|69135-2|69253-3
767	SCALE_TYP-supplementary	LP32888-7	36764-9|36765-6|69135-2|69253-3
767	analyte-core	LP33528-8	36764-9|36765-6|69135-2|69253-3
767	category	LP220468-5	36764-9|36765-6|69135-2|69253-3
767	category	LP7787-7	36764-9|36765-6|69135-2|69253-3
767	class_	LP29684-5	36764-9|36765-6|69135-2|69253-3
768	METHOD_TYP-supplementary	LP206574-8	36779-7|36875-3|43506-5
768	PROPERTY-supplementary	LP6813-2	36779-7|36875-3|43506-5
768	SCALE_TYP-supplementary	LP32888-7	36779-7|36875-3|43506-5
768	analyte-core	LP33405-9	36779-7|36875-3|43506-5
768	category	LP7467-6	36779-7|36875-3|43506-5
768	category	LP7831-3	36779-7|36875-3|43506-5
768	class_	LP29684-5	36779-7|36875-3|43506-5
769	METHOD_TYP-supplementary	LP6207-7	36928-0|36929-8
769	PROPERTY-supplementary	LP6813-2	36928-0|36929-8
769	SCALE_TYP-supplementary	LP32888-7	36928-0|36929-8
769	analyte-core	LP33564-3	36928-0|36929-8
769	category	LP68311-7	36928-0|36929-8
769	category	LP7787-7	36928-0|36929-8
769	class_	LP29684-5	36928-0|36929-8
770	METHOD_TYP-supplementary	LP21166-1	36945-4|36946-2|37068-4|37069-2|37675-6|37698-8|37762-2|38841-3|38851-2|69274-9
770	PROPERTY-supplementary	LP6813-2	36945-4|36946-2|37068-4|37069-2|37675-6|37698-8|37762-2|38841-3|38851-2|69274-9
770	SCALE_TYP-supplementary	LP32888-7	36945-4|36946-2|37068-4|37069-2|37675-6|37698-8|37762-2|38841-3|38851-2|69274-9
770	analyte-core	LP33420-8	36945-4|36946-2|37068-4|37069-2|37675-6|37698-8|37762-2|38841-3|38851-2|69274-9
770	category	LP7787-7	36945-4|36946-2|37068-4|37069-2|37675-6|37698-8|37762-2|38841-3|38851-2|69274-9
770	category	LP94468-3	36945-4|36946-2|37068-4|37069-2|37675-6|37698-8|37762-2|38841-3|38851-2|69274-9
770	class_	LP29684-5	36945-4|36946-2|37068-4|37069-2|37675-6|37698-8|37762-2|38841-3|38851-2|69274-9
771	METHOD_TYP-supplementary	LP21166-1	36947-0|36948-8|36949-6|37700-2|42443-2|69138-6|69254-1|79355-4
771	PROPERTY-supplementary	LP6813-2	36947-0|36948-8|36949-6|37700-2|42443-2|69138-6|69254-1|79355-4
771	SCALE_TYP-supplementary	LP32888-7	36947-0|36948-8|36949-6|37700-2|42443-2|69138-6|69254-1|79355-4
771	analyte-core	LP33409-1	36947-0|36948-8|36949-6|37700-2|42443-2|69138-6|69254-1|79355-4
771	category	LP7787-7	36947-0|36948-8|36949-6|37700-2|42443-2|69138-6|69254-1|79355-4
771	category	LP94468-3	36947-0|36948-8|36949-6|37700-2|42443-2|69138-6|69254-1|79355-4
771	class_	LP29684-5	36947-0|36948-8|36949-6|37700-2|42443-2|69138-6|69254-1|79355-4
772	METHOD_TYP-supplementary	LP21166-1	36961-1|37799-4
772	PROPERTY-supplementary	LP6813-2	36961-1|37799-4
772	SCALE_TYP-supplementary	LP32888-7	36961-1|37799-4
772	analyte-core	LP34131-0	36961-1|37799-4
772	category	LP7584-8	36961-1|37799-4
772	category	LP7787-7	36961-1|37799-4
772	class_	LP29684-5	36961-1|37799-4
773	METHOD_TYP-supplementary	LP21166-1	36963-7|36964-5|37800-0|37849-7
773	PROPERTY-supplementary	LP6813-2	36963-7|36964-5|37800-0|37849-7
773	SCALE_TYP-supplementary	LP32888-7	36963-7|36964-5|37800-0|37849-7
773	analyte-core	LP33721-9	36963-7|36964-5|37800-0|37849-7
773	category	LP7584-8	36963-7|36964-5|37800-0|37849-7
773	category	LP7787-7	36963-7|36964-5|37800-0|37849-7
773	class_	LP29684-5	36963-7|36964-5|37800-0|37849-7
774	METHOD_TYP-supplementary	LP21166-1	36966-0|36967-8|38775-3
774	PROPERTY-supplementary	LP6813-2	36966-0|36967-8|38775-3
774	SCALE_TYP-supplementary	LP32888-7	36966-0|36967-8|38775-3
774	analyte-core	LP33723-5	36966-0|36967-8|38775-3
774	category	LP7279-5	36966-0|36967-8|38775-3
774	category	LP7787-7	36966-0|36967-8|38775-3
774	class_	LP29684-5	36966-0|36967-8|38775-3
775	METHOD_TYP-supplementary	LP21166-1	36971-0|36972-8|37833-1|37834-9|37930-5|98337-9|98338-7|98345-2
775	PROPERTY-supplementary	LP6813-2	36971-0|36972-8|37833-1|37834-9|37930-5|98337-9|98338-7|98345-2
775	SCALE_TYP-supplementary	LP32888-7	36971-0|36972-8|37833-1|37834-9|37930-5|98337-9|98338-7|98345-2
775	analyte-core	LP33415-8	36971-0|36972-8|37833-1|37834-9|37930-5|98337-9|98338-7|98345-2
775	category	LP7733-1	36971-0|36972-8|37833-1|37834-9|37930-5|98337-9|98338-7|98345-2
775	category	LP7787-7	36971-0|36972-8|37833-1|37834-9|37930-5|98337-9|98338-7|98345-2
775	class_	LP29684-5	36971-0|36972-8|37833-1|37834-9|37930-5|98337-9|98338-7|98345-2
776	METHOD_TYP-supplementary	LP21166-1	36974-4|37801-8|37843-0
776	PROPERTY-supplementary	LP6813-2	36974-4|37801-8|37843-0
776	SCALE_TYP-supplementary	LP32888-7	36974-4|37801-8|37843-0
776	analyte-core	LP33730-0	36974-4|37801-8|37843-0
776	category	LP7584-8	36974-4|37801-8|37843-0
776	category	LP7787-7	36974-4|37801-8|37843-0
776	class_	LP29684-5	36974-4|37801-8|37843-0
777	METHOD_TYP-supplementary	LP21166-1	36979-3|36980-1|38777-9
777	PROPERTY-supplementary	LP6813-2	36979-3|36980-1|38777-9
777	SCALE_TYP-supplementary	LP32888-7	36979-3|36980-1|38777-9
777	analyte-core	LP33733-4	36979-3|36980-1|38777-9
777	category	LP7196-1	36979-3|36980-1|38777-9
777	category	LP7787-7	36979-3|36980-1|38777-9
777	class_	LP29684-5	36979-3|36980-1|38777-9
778	METHOD_TYP-supplementary	LP21166-1	36981-9|36982-7|36983-5|37732-5
778	PROPERTY-supplementary	LP6813-2	36981-9|36982-7|36983-5|37732-5
778	SCALE_TYP-supplementary	LP32888-7	36981-9|36982-7|36983-5|37732-5
778	analyte-core	LP33734-2	36981-9|36982-7|36983-5|37732-5
778	category	LP7348-8	36981-9|36982-7|36983-5|37732-5
778	category	LP7787-7	36981-9|36982-7|36983-5|37732-5
778	class_	LP29684-5	36981-9|36982-7|36983-5|37732-5
779	METHOD_TYP-supplementary	LP21166-1	36985-0|36986-8|36987-6|37727-5
779	PROPERTY-supplementary	LP6813-2	36985-0|36986-8|36987-6|37727-5
779	SCALE_TYP-supplementary	LP32888-7	36985-0|36986-8|36987-6|37727-5
779	analyte-core	LP33735-9	36985-0|36986-8|36987-6|37727-5
779	category	LP7348-8	36985-0|36986-8|36987-6|37727-5
779	category	LP7787-7	36985-0|36986-8|36987-6|37727-5
779	class_	LP29684-5	36985-0|36986-8|36987-6|37727-5
780	METHOD_TYP-supplementary	LP21166-1	36989-2|36990-0
780	PROPERTY-supplementary	LP6813-2	36989-2|36990-0
780	SCALE_TYP-supplementary	LP32888-7	36989-2|36990-0
780	analyte-core	LP33735-9	36989-2|36990-0
780	category	LP7596-2	36989-2|36990-0
780	category	LP7787-7	36989-2|36990-0
780	class_	LP29684-5	36989-2|36990-0
781	METHOD_TYP-supplementary	LP221203-5	36991-8|36992-6
781	PROPERTY-supplementary	LP6813-2	36991-8|36992-6
781	SCALE_TYP-supplementary	LP32888-7	36991-8|36992-6
781	analyte-core	LP33735-9	36991-8|36992-6
781	category	LP21166-1	36991-8|36992-6
781	category	LP7787-7	36991-8|36992-6
781	class_	LP29684-5	36991-8|36992-6
782	METHOD_TYP-supplementary	LP21166-1	37001-5|37002-3|37003-1|37754-9|37910-7
782	PROPERTY-supplementary	LP6813-2	37001-5|37002-3|37003-1|37754-9|37910-7
782	SCALE_TYP-supplementary	LP32888-7	37001-5|37002-3|37003-1|37754-9|37910-7
782	analyte-core	LP33415-8	37001-5|37002-3|37003-1|37754-9|37910-7
782	category	LP7787-7	37001-5|37002-3|37003-1|37754-9|37910-7
782	category	LP94468-3	37001-5|37002-3|37003-1|37754-9|37910-7
782	class_	LP29684-5	37001-5|37002-3|37003-1|37754-9|37910-7
783	METHOD_TYP-supplementary	LP249807-1	37005-6|37773-9
783	PROPERTY-supplementary	LP6813-2	37005-6|37773-9
783	SCALE_TYP-supplementary	LP32888-7	37005-6|37773-9
783	analyte-core	LP33743-3	37005-6|37773-9
783	category	LP29849-4	37005-6|37773-9
783	category	LP7787-7	37005-6|37773-9
783	class_	LP29684-5	37005-6|37773-9
784	METHOD_TYP-supplementary	LP21166-1	37007-2|98299-1|98307-2|98318-9
784	PROPERTY-supplementary	LP6813-2	37007-2|98299-1|98307-2|98318-9
784	SCALE_TYP-supplementary	LP32888-7	37007-2|98299-1|98307-2|98318-9
784	analyte-core	LP33745-8	37007-2|98299-1|98307-2|98318-9
784	category	LP7008-8	37007-2|98299-1|98307-2|98318-9
784	category	LP7787-7	37007-2|98299-1|98307-2|98318-9
784	class_	LP29684-5	37007-2|98299-1|98307-2|98318-9
785	METHOD_TYP-supplementary	LP21166-1	37012-2|37013-0|37802-6|37845-5
785	PROPERTY-supplementary	LP6813-2	37012-2|37013-0|37802-6|37845-5
785	SCALE_TYP-supplementary	LP32888-7	37012-2|37013-0|37802-6|37845-5
785	analyte-core	LP33748-2	37012-2|37013-0|37802-6|37845-5
785	category	LP7584-8	37012-2|37013-0|37802-6|37845-5
785	category	LP7787-7	37012-2|37013-0|37802-6|37845-5
785	class_	LP29684-5	37012-2|37013-0|37802-6|37845-5
786	METHOD_TYP-supplementary	LP21166-1	37014-8|37755-6
786	PROPERTY-supplementary	LP6813-2	37014-8|37755-6
786	SCALE_TYP-supplementary	LP32888-7	37014-8|37755-6
786	analyte-core	LP33417-4	37014-8|37755-6
786	category	LP7787-7	37014-8|37755-6
786	category	LP94468-3	37014-8|37755-6
786	class_	LP29684-5	37014-8|37755-6
787	METHOD_TYP-supplementary	LP249807-1	37016-3|37017-1|37775-4
787	PROPERTY-supplementary	LP6813-2	37016-3|37017-1|37775-4
787	SCALE_TYP-supplementary	LP32888-7	37016-3|37017-1|37775-4
787	analyte-core	LP33750-8	37016-3|37017-1|37775-4
787	category	LP29849-4	37016-3|37017-1|37775-4
787	category	LP7787-7	37016-3|37017-1|37775-4
787	class_	LP29684-5	37016-3|37017-1|37775-4
788	METHOD_TYP-supplementary	LP21166-1	37018-9|37019-7|37020-5|37752-3
788	PROPERTY-supplementary	LP6813-2	37018-9|37019-7|37020-5|37752-3
788	SCALE_TYP-supplementary	LP32888-7	37018-9|37019-7|37020-5|37752-3
788	analyte-core	LP33751-6	37018-9|37019-7|37020-5|37752-3
788	category	LP7787-7	37018-9|37019-7|37020-5|37752-3
788	category	LP94468-3	37018-9|37019-7|37020-5|37752-3
788	class_	LP29684-5	37018-9|37019-7|37020-5|37752-3
789	METHOD_TYP-supplementary	LP21166-1	37024-7|37025-4|37791-1|39516-0
789	PROPERTY-supplementary	LP6813-2	37024-7|37025-4|37791-1|39516-0
789	SCALE_TYP-supplementary	LP32888-7	37024-7|37025-4|37791-1|39516-0
789	analyte-core	LP33756-5	37024-7|37025-4|37791-1|39516-0
789	category	LP7584-8	37024-7|37025-4|37791-1|39516-0
789	category	LP7787-7	37024-7|37025-4|37791-1|39516-0
789	class_	LP29684-5	37024-7|37025-4|37791-1|39516-0
790	METHOD_TYP-supplementary	LP21166-1	37026-2|37861-2
790	PROPERTY-supplementary	LP6813-2	37026-2|37861-2
790	SCALE_TYP-supplementary	LP32888-7	37026-2|37861-2
790	analyte-core	LP33757-3	37026-2|37861-2
790	category	LP7281-1	37026-2|37861-2
790	category	LP7787-7	37026-2|37861-2
790	class_	LP29684-5	37026-2|37861-2
791	METHOD_TYP-supplementary	LP21166-1	37027-0|43779-8|43780-6|69256-6
791	PROPERTY-supplementary	LP6813-2	37027-0|43779-8|43780-6|69256-6
791	SCALE_TYP-supplementary	LP32888-7	37027-0|43779-8|43780-6|69256-6
791	analyte-core	LP33758-1	37027-0|43779-8|43780-6|69256-6
791	category	LP7381-9	37027-0|43779-8|43780-6|69256-6
791	category	LP7787-7	37027-0|43779-8|43780-6|69256-6
791	class_	LP29684-5	37027-0|43779-8|43780-6|69256-6
792	METHOD_TYP-supplementary	LP249807-1	37029-6|37030-4|37770-5
792	PROPERTY-supplementary	LP6813-2	37029-6|37030-4|37770-5
792	SCALE_TYP-supplementary	LP32888-7	37029-6|37030-4|37770-5
792	analyte-core	LP33759-9	37029-6|37030-4|37770-5
792	category	LP29849-4	37029-6|37030-4|37770-5
792	category	LP7787-7	37029-6|37030-4|37770-5
792	class_	LP29684-5	37029-6|37030-4|37770-5
793	METHOD_TYP-supplementary	LP21166-1	37034-6|38779-5
793	PROPERTY-supplementary	LP6813-2	37034-6|38779-5
793	SCALE_TYP-supplementary	LP32888-7	37034-6|38779-5
793	analyte-core	LP33760-7	37034-6|38779-5
793	category	LP7584-8	37034-6|38779-5
793	category	LP7787-7	37034-6|38779-5
793	class_	LP29684-5	37034-6|38779-5
794	METHOD_TYP-supplementary	LP21166-1	37035-3|37473-6|37844-8|38805-8
794	PROPERTY-supplementary	LP6813-2	37035-3|37473-6|37844-8|38805-8
794	SCALE_TYP-supplementary	LP32888-7	37035-3|37473-6|37844-8|38805-8
794	analyte-core	LP33987-6	37035-3|37473-6|37844-8|38805-8
794	category	LP7584-8	37035-3|37473-6|37844-8|38805-8
794	category	LP7787-7	37035-3|37473-6|37844-8|38805-8
794	class_	LP29684-5	37035-3|37473-6|37844-8|38805-8
795	METHOD_TYP-supplementary	LP249807-1	37038-7|37771-3|38855-3
795	PROPERTY-supplementary	LP6813-2	37038-7|37771-3|38855-3
795	SCALE_TYP-supplementary	LP32888-7	37038-7|37771-3|38855-3
795	analyte-core	LP33763-1	37038-7|37771-3|38855-3
795	category	LP29849-4	37038-7|37771-3|38855-3
795	category	LP7787-7	37038-7|37771-3|38855-3
795	class_	LP29684-5	37038-7|37771-3|38855-3
796	METHOD_TYP-supplementary	LP21166-1	37039-5|37040-3|38772-0
796	PROPERTY-supplementary	LP6813-2	37039-5|37040-3|38772-0
796	SCALE_TYP-supplementary	LP32888-7	37039-5|37040-3|38772-0
796	analyte-core	LP33763-1	37039-5|37040-3|38772-0
796	category	LP7348-8	37039-5|37040-3|38772-0
796	category	LP7787-7	37039-5|37040-3|38772-0
796	class_	LP29684-5	37039-5|37040-3|38772-0
797	METHOD_TYP-supplementary	LP21166-1	37043-7|37756-4
797	PROPERTY-supplementary	LP6813-2	37043-7|37756-4
797	SCALE_TYP-supplementary	LP32888-7	37043-7|37756-4
797	analyte-core	LP33613-8	37043-7|37756-4
797	category	LP7787-7	37043-7|37756-4
797	category	LP94468-3	37043-7|37756-4
797	class_	LP29684-5	37043-7|37756-4
798	METHOD_TYP-supplementary	LP21166-1	37044-5|37045-2|37645-9
798	PROPERTY-supplementary	LP6813-2	37044-5|37045-2|37645-9
798	SCALE_TYP-supplementary	LP32888-7	37044-5|37045-2|37645-9
798	analyte-core	LP33764-9	37044-5|37045-2|37645-9
798	category	LP7733-1	37044-5|37045-2|37645-9
798	category	LP7787-7	37044-5|37045-2|37645-9
798	class_	LP29684-5	37044-5|37045-2|37645-9
799	METHOD_TYP-supplementary	LP21166-1	37047-8|37048-6|38780-3
799	PROPERTY-supplementary	LP6813-2	37047-8|37048-6|38780-3
799	SCALE_TYP-supplementary	LP32888-7	37047-8|37048-6|38780-3
799	analyte-core	LP33767-2	37047-8|37048-6|38780-3
799	category	LP7584-8	37047-8|37048-6|38780-3
799	category	LP7787-7	37047-8|37048-6|38780-3
799	class_	LP29684-5	37047-8|37048-6|38780-3
800	METHOD_TYP-supplementary	LP249807-1	37052-8|37053-6|37772-1
800	PROPERTY-supplementary	LP6813-2	37052-8|37053-6|37772-1
800	SCALE_TYP-supplementary	LP32888-7	37052-8|37053-6|37772-1
800	analyte-core	LP33771-4	37052-8|37053-6|37772-1
800	category	LP29849-4	37052-8|37053-6|37772-1
800	category	LP7787-7	37052-8|37053-6|37772-1
800	class_	LP29684-5	37052-8|37053-6|37772-1
801	METHOD_TYP-supplementary	LP21166-1	37054-4|37055-1|37656-6|37790-3
801	PROPERTY-supplementary	LP6813-2	37054-4|37055-1|37656-6|37790-3
801	SCALE_TYP-supplementary	LP32888-7	37054-4|37055-1|37656-6|37790-3
801	analyte-core	LP33772-2	37054-4|37055-1|37656-6|37790-3
801	category	LP7138-3	37054-4|37055-1|37656-6|37790-3
801	category	LP7787-7	37054-4|37055-1|37656-6|37790-3
801	class_	LP29684-5	37054-4|37055-1|37656-6|37790-3
802	METHOD_TYP-supplementary	LP21166-1	37056-9|37057-7|37810-9|37848-9
802	PROPERTY-supplementary	LP6813-2	37056-9|37057-7|37810-9|37848-9
802	SCALE_TYP-supplementary	LP32888-7	37056-9|37057-7|37810-9|37848-9
802	analyte-core	LP33773-0	37056-9|37057-7|37810-9|37848-9
802	category	LP30640-4	37056-9|37057-7|37810-9|37848-9
802	category	LP7787-7	37056-9|37057-7|37810-9|37848-9
802	class_	LP29684-5	37056-9|37057-7|37810-9|37848-9
803	METHOD_TYP-supplementary	LP21166-1	37070-0|37071-8|37828-1|38155-8
803	PROPERTY-supplementary	LP6813-2	37070-0|37071-8|37828-1|38155-8
803	SCALE_TYP-supplementary	LP32888-7	37070-0|37071-8|37828-1|38155-8
803	analyte-core	LP33410-9	37070-0|37071-8|37828-1|38155-8
803	category	LP7733-1	37070-0|37071-8|37828-1|38155-8
803	category	LP7787-7	37070-0|37071-8|37828-1|38155-8
803	class_	LP29684-5	37070-0|37071-8|37828-1|38155-8
804	METHOD_TYP-supplementary	LP21166-1	37072-6|37829-9
804	PROPERTY-supplementary	LP6813-2	37072-6|37829-9
804	SCALE_TYP-supplementary	LP32888-7	37072-6|37829-9
804	analyte-core	LP33422-4	37072-6|37829-9
804	category	LP7733-1	37072-6|37829-9
804	category	LP7787-7	37072-6|37829-9
804	class_	LP29684-5	37072-6|37829-9
805	METHOD_TYP-supplementary	LP21166-1	37074-2|37830-7|38156-6
805	PROPERTY-supplementary	LP6813-2	37074-2|37830-7|38156-6
805	SCALE_TYP-supplementary	LP32888-7	37074-2|37830-7|38156-6
805	analyte-core	LP33423-2	37074-2|37830-7|38156-6
805	category	LP7733-1	37074-2|37830-7|38156-6
805	category	LP7787-7	37074-2|37830-7|38156-6
805	class_	LP29684-5	37074-2|37830-7|38156-6
806	METHOD_TYP-supplementary	LP21166-1	37081-7|37082-5|38781-1
806	PROPERTY-supplementary	LP6813-2	37081-7|37082-5|38781-1
806	SCALE_TYP-supplementary	LP32888-7	37081-7|37082-5|38781-1
806	analyte-core	LP33817-5	37081-7|37082-5|38781-1
806	category	LP7584-8	37081-7|37082-5|38781-1
806	category	LP7787-7	37081-7|37082-5|38781-1
806	class_	LP29684-5	37081-7|37082-5|38781-1
807	METHOD_TYP-supplementary	LP21166-1	37083-3|38782-9
807	PROPERTY-supplementary	LP6813-2	37083-3|38782-9
807	SCALE_TYP-supplementary	LP32888-7	37083-3|38782-9
807	analyte-core	LP33818-3	37083-3|38782-9
807	category	LP7584-8	37083-3|38782-9
807	category	LP7787-7	37083-3|38782-9
807	class_	LP29684-5	37083-3|38782-9
808	METHOD_TYP-supplementary	LP21166-1	37084-1|37126-0|38783-7
808	PROPERTY-supplementary	LP6813-2	37084-1|37126-0|38783-7
808	SCALE_TYP-supplementary	LP32888-7	37084-1|37126-0|38783-7
808	analyte-core	LP221247-2	37084-1|37126-0|38783-7
808	category	LP7584-8	37084-1|37126-0|38783-7
808	category	LP7787-7	37084-1|37126-0|38783-7
808	class_	LP29684-5	37084-1|37126-0|38783-7
809	METHOD_TYP-supplementary	LP21166-1	37086-6|37087-4|37723-4
809	PROPERTY-supplementary	LP6813-2	37086-6|37087-4|37723-4
809	SCALE_TYP-supplementary	LP32888-7	37086-6|37087-4|37723-4
809	analyte-core	LP33822-5	37086-6|37087-4|37723-4
