group_num	property	value	terms
1158	METHOD_TYP-supplementary	LP97118-1	75426-7|83525-6
1158	PROPERTY-supplementary	LP6813-2	75426-7|83525-6
1158	SCALE_TYP-supplementary	LP32888-7	75426-7|83525-6
1158	analyte-core	LP74249-1	75426-7|83525-6
1158	category	LP73191-6	75426-7|83525-6
1158	category	LP7787-7	75426-7|83525-6
1158	class_	LP32519-8	75426-7|83525-6
1159	METHOD_TYP-supplementary	LP269242-6	75430-9|85472-9|96341-3
1159	PROPERTY-supplementary	LP6813-2	75430-9|85472-9|96341-3
1159	SCALE_TYP-supplementary	LP32888-7	75430-9|85472-9|96341-3
1159	analyte-core	LP72988-6	75430-9|85472-9|96341-3
1159	category	LP7787-7	75430-9|85472-9|96341-3
1159	class_	LP32519-8	75430-9|85472-9|96341-3
1160	METHOD_TYP-supplementary	LP136293-0	75434-1|75435-8|75436-6|85241-8|85252-5
1160	PROPERTY-supplementary	LP6813-2	75434-1|75435-8|75436-6|85241-8|85252-5
1160	SCALE_TYP-supplementary	LP32888-7	75434-1|75435-8|75436-6|85241-8|85252-5
1160	analyte-core	LP72988-6	75434-1|75435-8|75436-6|85241-8|85252-5
1160	category	LP7787-7	75434-1|75435-8|75436-6|85241-8|85252-5
1160	class_	LP32519-8	75434-1|75435-8|75436-6|85241-8|85252-5
1161	METHOD_TYP-supplementary	LP185389-6	75437-4|84188-2|84189-0
1161	PROPERTY-supplementary	LP6813-2	75437-4|84188-2|84189-0
1161	SCALE_TYP-supplementary	LP32888-7	75437-4|84188-2|84189-0
1161	analyte-core	LP72988-6	75437-4|84188-2|84189-0
1161	category	LP32983-6	75437-4|84188-2|84189-0
1161	category	LP7787-7	75437-4|84188-2|84189-0
1161	class_	LP32519-8	75437-4|84188-2|84189-0
1162	METHOD_TYP-supplementary	LP32983-6	75448-1|84243-5
1162	PROPERTY-supplementary	LP6813-2	75448-1|84243-5
1162	SCALE_TYP-supplementary	LP32888-7	75448-1|84243-5
1162	analyte-core	LP185837-4	75448-1|84243-5
1162	category	LP7787-7	75448-1|84243-5
1162	class_	LP32519-8	75448-1|84243-5
1163	METHOD_TYP-supplementary	LP32983-6	75451-5|84246-8
1163	PROPERTY-supplementary	LP6813-2	75451-5|84246-8
1163	SCALE_TYP-supplementary	LP32888-7	75451-5|84246-8
1163	analyte-core	LP72988-6	75451-5|84246-8
1163	category	LP36892-5	75451-5|84246-8
1163	category	LP7787-7	75451-5|84246-8
1163	class_	LP32519-8	75451-5|84246-8
1164	METHOD_TYP-supplementary	LP32983-6	75452-3|84267-4
1164	PROPERTY-supplementary	LP6813-2	75452-3|84267-4
1164	SCALE_TYP-supplementary	LP32888-7	75452-3|84267-4
1164	analyte-core	LP134149-6	75452-3|84267-4
1164	category	LP72988-6	75452-3|84267-4
1164	category	LP7787-7	75452-3|84267-4
1164	class_	LP32519-8	75452-3|84267-4
1165	METHOD_TYP-supplementary	LP6422-2	75454-9|83553-8|83554-6|83555-3|83556-1|83557-9
1165	PROPERTY-supplementary	LP6813-2	75454-9|83553-8|83554-6|83555-3|83556-1|83557-9
1165	SCALE_TYP-supplementary	LP32888-7	75454-9|83553-8|83554-6|83555-3|83556-1|83557-9
1165	analyte-core	LP72988-6	75454-9|83553-8|83554-6|83555-3|83556-1|83557-9
1165	category	LP32983-6	75454-9|83553-8|83554-6|83555-3|83556-1|83557-9
1165	category	LP7787-7	75454-9|83553-8|83554-6|83555-3|83556-1|83557-9
1165	class_	LP32519-8	75454-9|83553-8|83554-6|83555-3|83556-1|83557-9
1166	METHOD_TYP-supplementary	LP32983-6	75457-2|75458-0|84249-2|84269-0|84276-5
1166	PROPERTY-supplementary	LP6813-2	75457-2|75458-0|84249-2|84269-0|84276-5
1166	SCALE_TYP-supplementary	LP32888-7	75457-2|75458-0|84249-2|84269-0|84276-5
1166	analyte-core	LP76330-7	75457-2|75458-0|84249-2|84269-0|84276-5
1166	category	LP72988-6	75457-2|75458-0|84249-2|84269-0|84276-5
1166	category	LP7787-7	75457-2|75458-0|84249-2|84269-0|84276-5
1166	class_	LP32519-8	75457-2|75458-0|84249-2|84269-0|84276-5
1167	METHOD_TYP-supplementary	LP185839-0	75459-8|83629-6|83631-2|83632-0|83634-6
1167	PROPERTY-supplementary	LP6813-2	75459-8|83629-6|83631-2|83632-0|83634-6
1167	SCALE_TYP-supplementary	LP32888-7	75459-8|83629-6|83631-2|83632-0|83634-6
1167	analyte-core	LP72988-6	75459-8|83629-6|83631-2|83632-0|83634-6
1167	category	LP32983-6	75459-8|83629-6|83631-2|83632-0|83634-6
1167	category	LP7787-7	75459-8|83629-6|83631-2|83632-0|83634-6
1167	class_	LP32519-8	75459-8|83629-6|83631-2|83632-0|83634-6
1168	METHOD_TYP-supplementary	LP185841-6	75461-4|83625-4
1168	PROPERTY-supplementary	LP6813-2	75461-4|83625-4
1168	SCALE_TYP-supplementary	LP32888-7	75461-4|83625-4
1168	analyte-core	LP72988-6	75461-4|83625-4
1168	category	LP68340-6	75461-4|83625-4
1168	category	LP7787-7	75461-4|83625-4
1168	class_	LP32519-8	75461-4|83625-4
1169	METHOD_TYP-supplementary	LP185844-0	75466-3|84369-8|84370-6
1169	PROPERTY-supplementary	LP6813-2	75466-3|84369-8|84370-6
1169	SCALE_TYP-supplementary	LP32888-7	75466-3|84369-8|84370-6
1169	analyte-core	LP72988-6	75466-3|84369-8|84370-6
1169	category	LP7787-7	75466-3|84369-8|84370-6
1169	class_	LP32519-8	75466-3|84369-8|84370-6
1170	METHOD_TYP-supplementary	LP213637-4	75467-1|85164-2
1170	PROPERTY-supplementary	LP6813-2	75467-1|85164-2
1170	SCALE_TYP-supplementary	LP32888-7	75467-1|85164-2
1170	analyte-core	LP133904-5	75467-1|85164-2
1170	category	LP72988-6	75467-1|85164-2
1170	category	LP7787-7	75467-1|85164-2
1170	class_	LP32519-8	75467-1|85164-2
1171	METHOD_TYP-supplementary	LP269960-3	75471-3|83817-7|83818-5|83821-9|83822-7
1171	PROPERTY-supplementary	LP6813-2	75471-3|83817-7|83818-5|83821-9|83822-7
1171	SCALE_TYP-supplementary	LP32888-7	75471-3|83817-7|83818-5|83821-9|83822-7
1171	analyte-core	LP72988-6	75471-3|83817-7|83818-5|83821-9|83822-7
1171	category	LP7787-7	75471-3|83817-7|83818-5|83821-9|83822-7
1171	class_	LP32519-8	75471-3|83817-7|83818-5|83821-9|83822-7
1172	METHOD_TYP-supplementary	LP269891-0	75472-1|85218-6|85235-0
1172	PROPERTY-supplementary	LP6813-2	75472-1|85218-6|85235-0
1172	SCALE_TYP-supplementary	LP32888-7	75472-1|85218-6|85235-0
1172	analyte-core	LP72988-6	75472-1|85218-6|85235-0
1172	category	LP269960-3	75472-1|85218-6|85235-0
1172	category	LP7787-7	75472-1|85218-6|85235-0
1172	class_	LP32519-8	75472-1|85218-6|85235-0
1173	METHOD_TYP-supplementary	LP269930-6	75473-9|83703-9
1173	PROPERTY-supplementary	LP6813-2	75473-9|83703-9
1173	SCALE_TYP-supplementary	LP32888-7	75473-9|83703-9
1173	analyte-core	LP72988-6	75473-9|83703-9
1173	category	LP68340-6	75473-9|83703-9
1173	category	LP7787-7	75473-9|83703-9
1173	class_	LP32519-8	75473-9|83703-9
1174	METHOD_TYP-supplementary	LP269932-2	75474-7|83669-2
1174	PROPERTY-supplementary	LP6813-2	75474-7|83669-2
1174	SCALE_TYP-supplementary	LP32888-7	75474-7|83669-2
1174	analyte-core	LP72988-6	75474-7|83669-2
1174	category	LP6466-9	75474-7|83669-2
1174	category	LP7787-7	75474-7|83669-2
1174	class_	LP32519-8	75474-7|83669-2
1175	METHOD_TYP-supplementary	LP182275-0	75482-0|75483-8
1175	PROPERTY-supplementary	LP6813-2	75482-0|75483-8
1175	SCALE_TYP-supplementary	LP32888-7	75482-0|75483-8
1175	analyte-core	LP72988-6	75482-0|75483-8
1175	category	LP7787-7	75482-0|75483-8
1175	class_	LP32519-8	75482-0|75483-8
1176	METHOD_TYP-supplementary	LP134136-3	75488-7|84133-8
1176	PROPERTY-supplementary	LP6813-2	75488-7|84133-8
1176	SCALE_TYP-supplementary	LP32888-7	75488-7|84133-8
1176	analyte-core	LP134149-6	75488-7|84133-8
1176	category	LP68340-6	75488-7|84133-8
1176	category	LP7787-7	75488-7|84133-8
1176	class_	LP32519-8	75488-7|84133-8
1177	METHOD_TYP-supplementary	LP6473-5	75490-3|85263-2|96348-8
1177	PROPERTY-supplementary	LP6813-2	75490-3|85263-2|96348-8
1177	SCALE_TYP-supplementary	LP32888-7	75490-3|85263-2|96348-8
1177	analyte-core	LP72988-6	75490-3|85263-2|96348-8
1177	category	LP7787-7	75490-3|85263-2|96348-8
1177	class_	LP32519-8	75490-3|85263-2|96348-8
1178	METHOD_TYP-supplementary	LP185851-5	75491-1|83952-2
1178	PROPERTY-supplementary	LP6813-2	75491-1|83952-2
1178	SCALE_TYP-supplementary	LP32888-7	75491-1|83952-2
1178	analyte-core	LP72988-6	75491-1|83952-2
1178	category	LP32983-6	75491-1|83952-2
1178	category	LP7787-7	75491-1|83952-2
1178	class_	LP32519-8	75491-1|83952-2
1179	METHOD_TYP-supplementary	LP185852-3	75494-5|84032-2|84033-0
1179	PROPERTY-supplementary	LP6813-2	75494-5|84032-2|84033-0
1179	SCALE_TYP-supplementary	LP32888-7	75494-5|84032-2|84033-0
1179	analyte-core	LP72988-6	75494-5|84032-2|84033-0
1179	category	LP7787-7	75494-5|84032-2|84033-0
1179	class_	LP32519-8	75494-5|84032-2|84033-0
1180	METHOD_TYP-supplementary	LP185854-9	75502-5|84309-4
1180	PROPERTY-supplementary	LP6813-2	75502-5|84309-4
1180	SCALE_TYP-supplementary	LP32888-7	75502-5|84309-4
1180	analyte-core	LP72988-6	75502-5|84309-4
1180	category	LP32920-8	75502-5|84309-4
1180	category	LP7787-7	75502-5|84309-4
1180	class_	LP32519-8	75502-5|84309-4
1181	METHOD_TYP-supplementary	LP192134-7	75609-8|85580-9
1181	PROPERTY-supplementary	LP6813-2	75609-8|85580-9
1181	SCALE_TYP-supplementary	LP32888-7	75609-8|85580-9
1181	analyte-core	LP183763-4	75609-8|85580-9
1181	category	LP183761-8	75609-8|85580-9
1181	category	LP7787-7	75609-8|85580-9
1181	class_	LP32519-8	75609-8|85580-9
1182	METHOD_TYP-supplementary	LP6207-7	75748-4|89928-6
1182	PROPERTY-supplementary	LP6813-2	75748-4|89928-6
1182	SCALE_TYP-supplementary	LP32888-7	75748-4|89928-6
1182	analyte-core	LP186143-6	75748-4|89928-6
1182	category	LP7596-2	75748-4|89928-6
1182	category	LP7787-7	75748-4|89928-6
1182	class_	LP29684-5	75748-4|89928-6
1183	METHOD_TYP-supplementary	LP32207-0	77311-9|77451-3
1183	PROPERTY-supplementary	LP6813-2	77311-9|77451-3
1183	SCALE_TYP-supplementary	LP32888-7	77311-9|77451-3
1183	analyte-core	LP190664-5	77311-9|77451-3
1183	category	LP6207-7	77311-9|77451-3
1183	category	LP7787-7	77311-9|77451-3
1183	class_	LP29684-5	77311-9|77451-3
1184	METHOD_TYP-supplementary	LP97118-1	77409-1|83523-1
1184	PROPERTY-supplementary	LP6813-2	77409-1|83523-1
1184	SCALE_TYP-supplementary	LP32888-7	77409-1|83523-1
1184	analyte-core	LP72467-1	77409-1|83523-1
1184	category	LP73428-2	77409-1|83523-1
1184	category	LP7787-7	77409-1|83523-1
1184	class_	LP32519-8	77409-1|83523-1
1185	METHOD_TYP-supplementary	LP97118-1	77414-1|83526-4
1185	PROPERTY-supplementary	LP6813-2	77414-1|83526-4
1185	SCALE_TYP-supplementary	LP32888-7	77414-1|83526-4
1185	analyte-core	LP73546-1	77414-1|83526-4
1185	category	LP7787-7	77414-1|83526-4
1185	category	LP97172-8	77414-1|83526-4
1185	class_	LP32519-8	77414-1|83526-4
1186	METHOD_TYP-supplementary	LP6207-7	77466-1|77467-9
1186	PROPERTY-supplementary	LP6813-2	77466-1|77467-9
1186	SCALE_TYP-supplementary	LP32888-7	77466-1|77467-9
1186	analyte-core	LP33405-9	77466-1|77467-9
1186	category	LP438197-8	77466-1|77467-9
1186	category	LP7787-7	77466-1|77467-9
1186	class_	LP29684-5	77466-1|77467-9
1187	METHOD_TYP-supplementary	LP187178-1	78039-5|78265-6
1187	PROPERTY-supplementary	LP6813-2	78039-5|78265-6
1187	SCALE_TYP-supplementary	LP32888-7	78039-5|78265-6
1187	analyte-core	LP191878-0	78039-5|78265-6
1187	category	LP72988-6	78039-5|78265-6
1187	category	LP7787-7	78039-5|78265-6
1187	class_	LP32519-8	78039-5|78265-6
1188	METHOD_TYP-supplementary	LP182273-5	78251-6|89031-9
1188	PROPERTY-supplementary	LP6813-2	78251-6|89031-9
1188	SCALE_TYP-supplementary	LP32888-7	78251-6|89031-9
1188	analyte-core	LP72311-1	78251-6|89031-9
1188	category	LP72988-6	78251-6|89031-9
1188	category	LP7787-7	78251-6|89031-9
1188	class_	LP32519-8	78251-6|89031-9
1189	METHOD_TYP-supplementary	LP32891-1	78314-2|84081-9
1189	PROPERTY-supplementary	LP6813-2	78314-2|84081-9
1189	SCALE_TYP-supplementary	LP32888-7	78314-2|84081-9
1189	analyte-core	LP74249-1	78314-2|84081-9
1189	category	LP73191-6	78314-2|84081-9
1189	category	LP7787-7	78314-2|84081-9
1189	class_	LP32519-8	78314-2|84081-9
1190	METHOD_TYP-supplementary	LP32925-7	78322-5|84015-7|84021-5
1190	PROPERTY-supplementary	LP6813-2	78322-5|84015-7|84021-5
1190	SCALE_TYP-supplementary	LP32888-7	78322-5|84015-7|84021-5
1190	analyte-core	LP74249-1	78322-5|84015-7|84021-5
1190	category	LP73191-6	78322-5|84015-7|84021-5
1190	category	LP7787-7	78322-5|84015-7|84021-5
1190	class_	LP32519-8	78322-5|84015-7|84021-5
1191	METHOD_TYP-supplementary	LP32903-4	78466-0|84208-8
1191	PROPERTY-supplementary	LP6813-2	78466-0|84208-8
1191	SCALE_TYP-supplementary	LP32888-7	78466-0|84208-8
1191	analyte-core	LP57352-4	78466-0|84208-8
1191	category	LP74507-2	78466-0|84208-8
1191	category	LP7787-7	78466-0|84208-8
1191	class_	LP32519-8	78466-0|84208-8
1192	METHOD_TYP-supplementary	LP32906-7	78469-4|84233-6
1192	PROPERTY-supplementary	LP6813-2	78469-4|84233-6
1192	SCALE_TYP-supplementary	LP32888-7	78469-4|84233-6
1192	analyte-core	LP57352-4	78469-4|84233-6
1192	category	LP74507-2	78469-4|84233-6
1192	category	LP7787-7	78469-4|84233-6
1192	class_	LP32519-8	78469-4|84233-6
1193	METHOD_TYP-supplementary	LP97356-7	78470-2|84288-0
1193	PROPERTY-supplementary	LP6813-2	78470-2|84288-0
1193	SCALE_TYP-supplementary	LP32888-7	78470-2|84288-0
1193	analyte-core	LP57352-4	78470-2|84288-0
1193	category	LP74507-2	78470-2|84288-0
1193	category	LP7787-7	78470-2|84288-0
1193	class_	LP32519-8	78470-2|84288-0
1194	METHOD_TYP-supplementary	LP32903-4	78486-8|84209-6
1194	PROPERTY-supplementary	LP6813-2	78486-8|84209-6
1194	SCALE_TYP-supplementary	LP32888-7	78486-8|84209-6
1194	analyte-core	LP185838-2	78486-8|84209-6
1194	category	LP73913-3	78486-8|84209-6
1194	category	LP7787-7	78486-8|84209-6
1194	class_	LP32519-8	78486-8|84209-6
1195	METHOD_TYP-supplementary	LP32905-9	78490-0|84221-1
1195	PROPERTY-supplementary	LP6813-2	78490-0|84221-1
1195	SCALE_TYP-supplementary	LP32888-7	78490-0|84221-1
1195	analyte-core	LP73546-1	78490-0|84221-1
1195	category	LP7787-7	78490-0|84221-1
1195	category	LP97172-8	78490-0|84221-1
1195	class_	LP32519-8	78490-0|84221-1
1196	METHOD_TYP-supplementary	LP32906-7	78491-8|84228-6
1196	PROPERTY-supplementary	LP6813-2	78491-8|84228-6
1196	SCALE_TYP-supplementary	LP32888-7	78491-8|84228-6
1196	analyte-core	LP73546-1	78491-8|84228-6
1196	category	LP7787-7	78491-8|84228-6
1196	category	LP97172-8	78491-8|84228-6
1196	class_	LP32519-8	78491-8|84228-6
1197	METHOD_TYP-supplementary	LP6449-5	78604-6|84320-1
1197	PROPERTY-supplementary	LP6813-2	78604-6|84320-1
1197	SCALE_TYP-supplementary	LP32888-7	78604-6|84320-1
1197	analyte-core	LP72530-6	78604-6|84320-1
1197	category	LP72988-6	78604-6|84320-1
1197	category	LP7787-7	78604-6|84320-1
1197	class_	LP32519-8	78604-6|84320-1
1198	METHOD_TYP-supplementary	LP134119-9	78651-7|83649-4
1198	PROPERTY-supplementary	LP6813-2	78651-7|83649-4
1198	SCALE_TYP-supplementary	LP32888-7	78651-7|83649-4
1198	analyte-core	LP57352-4	78651-7|83649-4
1198	category	LP74507-2	78651-7|83649-4
1198	category	LP7787-7	78651-7|83649-4
1198	class_	LP32519-8	78651-7|83649-4
1199	METHOD_TYP-supplementary	LP32911-7	78657-4|84408-4
1199	PROPERTY-supplementary	LP6813-2	78657-4|84408-4
1199	SCALE_TYP-supplementary	LP32888-7	78657-4|84408-4
1199	analyte-core	LP74249-1	78657-4|84408-4
1199	category	LP73191-6	78657-4|84408-4
1199	category	LP7787-7	78657-4|84408-4
1199	class_	LP32519-8	78657-4|84408-4
1200	METHOD_TYP-supplementary	LP32927-3	78659-0|84044-7
1200	PROPERTY-supplementary	LP6813-2	78659-0|84044-7
1200	SCALE_TYP-supplementary	LP32888-7	78659-0|84044-7
1200	analyte-core	LP74249-1	78659-0|84044-7
1200	category	LP73191-6	78659-0|84044-7
1200	category	LP7787-7	78659-0|84044-7
1200	class_	LP32519-8	78659-0|84044-7
1201	METHOD_TYP-supplementary	LP32925-7	78729-1|84016-5
1201	PROPERTY-supplementary	LP6813-2	78729-1|84016-5
1201	SCALE_TYP-supplementary	LP32888-7	78729-1|84016-5
1201	analyte-core	LP73546-1	78729-1|84016-5
1201	category	LP7787-7	78729-1|84016-5
1201	category	LP97172-8	78729-1|84016-5
1201	class_	LP32519-8	78729-1|84016-5
1202	METHOD_TYP-supplementary	LP6207-7	79065-9|79098-0
1202	PROPERTY-supplementary	LP6813-2	79065-9|79098-0
1202	SCALE_TYP-supplementary	LP32888-7	79065-9|79098-0
1202	analyte-core	LP200382-2	79065-9|79098-0
1202	category	LP7467-6	79065-9|79098-0
1202	category	LP7787-7	79065-9|79098-0
1202	class_	LP29684-5	79065-9|79098-0
1203	METHOD_TYP-supplementary	LP6207-7	79075-8|79078-2|79080-8|79082-4|79083-2
1203	PROPERTY-supplementary	LP6813-2	79075-8|79078-2|79080-8|79082-4|79083-2
1203	SCALE_TYP-supplementary	LP32888-7	79075-8|79078-2|79080-8|79082-4|79083-2
1203	analyte-core	LP200384-8	79075-8|79078-2|79080-8|79082-4|79083-2
1203	category	LP33383-8	79075-8|79078-2|79080-8|79082-4|79083-2
1203	category	LP7787-7	79075-8|79078-2|79080-8|79082-4|79083-2
1203	class_	LP29684-5	79075-8|79078-2|79080-8|79082-4|79083-2
1204	METHOD_TYP-supplementary	LP6207-7	79076-6|87913-0
1204	PROPERTY-supplementary	LP6813-2	79076-6|87913-0
1204	SCALE_TYP-supplementary	LP32888-7	79076-6|87913-0
1204	analyte-core	LP200384-8	79076-6|87913-0
1204	category	LP212276-2	79076-6|87913-0
1204	category	LP7787-7	79076-6|87913-0
1204	class_	LP29684-5	79076-6|87913-0
1205	METHOD_TYP-supplementary	LP6207-7	79079-0|79081-6|87867-8
1205	PROPERTY-supplementary	LP6813-2	79079-0|79081-6|87867-8
1205	SCALE_TYP-supplementary	LP32888-7	79079-0|79081-6|87867-8
1205	analyte-core	LP200384-8	79079-0|79081-6|87867-8
1205	category	LP7596-2	79079-0|79081-6|87867-8
1205	category	LP7787-7	79079-0|79081-6|87867-8
1205	class_	LP29684-5	79079-0|79081-6|87867-8
1206	METHOD_TYP-supplementary	LP6207-7	79086-5|87279-6
1206	PROPERTY-supplementary	LP6813-2	79086-5|87279-6
1206	SCALE_TYP-supplementary	LP32888-7	79086-5|87279-6
1206	analyte-core	LP200186-7	79086-5|87279-6
1206	category	LP33405-9	79086-5|87279-6
1206	category	LP7787-7	79086-5|87279-6
1206	class_	LP29684-5	79086-5|87279-6
1207	METHOD_TYP-supplementary	LP200394-7	79090-7|79092-3
1207	PROPERTY-supplementary	LP6813-2	79090-7|79092-3
1207	SCALE_TYP-supplementary	LP32888-7	79090-7|79092-3
1207	analyte-core	LP33405-9	79090-7|79092-3
1207	category	LP6207-7	79090-7|79092-3
1207	category	LP7787-7	79090-7|79092-3
1207	class_	LP29684-5	79090-7|79092-3
1208	METHOD_TYP-supplementary	LP6207-7	79091-5|87875-1
1208	PROPERTY-supplementary	LP6813-2	79091-5|87875-1
1208	SCALE_TYP-supplementary	LP32888-7	79091-5|87875-1
1208	analyte-core	LP200384-8	79091-5|87875-1
1208	category	LP7628-3	79091-5|87875-1
1208	category	LP7787-7	79091-5|87875-1
1208	class_	LP29684-5	79091-5|87875-1
1209	METHOD_TYP-supplementary	LP6207-7	79093-1|79096-4
1209	PROPERTY-supplementary	LP6813-2	79093-1|79096-4
1209	SCALE_TYP-supplementary	LP32888-7	79093-1|79096-4
1209	analyte-core	LP200382-2	79093-1|79096-4
1209	category	LP33405-9	79093-1|79096-4
1209	category	LP7787-7	79093-1|79096-4
1209	class_	LP29684-5	79093-1|79096-4
1210	METHOD_TYP-supplementary	LP21166-1	79349-7|79352-1
1210	PROPERTY-supplementary	LP6813-2	79349-7|79352-1
1210	SCALE_TYP-supplementary	LP32888-7	79349-7|79352-1
1210	analyte-core	LP64637-9	79349-7|79352-1
1210	category	LP7596-2	79349-7|79352-1
1210	category	LP7787-7	79349-7|79352-1
1210	class_	LP29684-5	79349-7|79352-1
1211	METHOD_TYP-supplementary	LP187178-1	79429-7|86532-9|98141-5
1211	PROPERTY-supplementary	LP6813-2	79429-7|86532-9|98141-5
1211	SCALE_TYP-supplementary	LP32888-7	79429-7|86532-9|98141-5
1211	analyte-core	LP201870-5	79429-7|86532-9|98141-5
1211	category	LP72988-6	79429-7|86532-9|98141-5
1211	category	LP7787-7	79429-7|86532-9|98141-5
1211	class_	LP32519-8	79429-7|86532-9|98141-5
1212	METHOD_TYP-supplementary	LP187178-1	79430-5|86531-1|98142-3
1212	PROPERTY-supplementary	LP6813-2	79430-5|86531-1|98142-3
1212	SCALE_TYP-supplementary	LP32888-7	79430-5|86531-1|98142-3
1212	analyte-core	LP201871-3	79430-5|86531-1|98142-3
1212	category	LP72988-6	79430-5|86531-1|98142-3
1212	category	LP7787-7	79430-5|86531-1|98142-3
1212	class_	LP32519-8	79430-5|86531-1|98142-3
1213	METHOD_TYP-supplementary	LP187178-1	80110-0|86530-3|98145-6
1213	PROPERTY-supplementary	LP6813-2	80110-0|86530-3|98145-6
1213	SCALE_TYP-supplementary	LP32888-7	80110-0|86530-3|98145-6
1213	analyte-core	LP201872-1	80110-0|86530-3|98145-6
1213	category	LP72988-6	80110-0|86530-3|98145-6
1213	category	LP7787-7	80110-0|86530-3|98145-6
1213	class_	LP32519-8	80110-0|86530-3|98145-6
1214	METHOD_TYP-supplementary	LP206574-8	80497-1|80498-9
1214	PROPERTY-supplementary	LP6813-2	80497-1|80498-9
1214	SCALE_TYP-supplementary	LP32888-7	80497-1|80498-9
1214	analyte-core	LP33513-0	80497-1|80498-9
1214	category	LP29849-4	80497-1|80498-9
1214	category	LP7787-7	80497-1|80498-9
1214	class_	LP29684-5	80497-1|80498-9
1215	METHOD_TYP-supplementary	LP32903-4	80742-0|84203-9|84210-4
1215	PROPERTY-supplementary	LP6813-2	80742-0|84203-9|84210-4
1215	SCALE_TYP-supplementary	LP32888-7	80742-0|84203-9|84210-4
1215	analyte-core	LP157909-5	80742-0|84203-9|84210-4
1215	category	LP72988-6	80742-0|84203-9|84210-4
1215	category	LP7787-7	80742-0|84203-9|84210-4
1215	class_	LP32519-8	80742-0|84203-9|84210-4
1216	METHOD_TYP-supplementary	LP134115-7	80754-5|84070-2
1216	PROPERTY-supplementary	LP6813-2	80754-5|84070-2
1216	SCALE_TYP-supplementary	LP32888-7	80754-5|84070-2
1216	analyte-core	LP157909-5	80754-5|84070-2
1216	category	LP72988-6	80754-5|84070-2
1216	category	LP7787-7	80754-5|84070-2
1216	class_	LP32519-8	80754-5|84070-2
1217	METHOD_TYP-supplementary	LP134136-3	80777-6|84136-1
1217	PROPERTY-supplementary	LP6813-2	80777-6|84136-1
1217	SCALE_TYP-supplementary	LP32888-7	80777-6|84136-1
1217	analyte-core	LP157909-5	80777-6|84136-1
1217	category	LP68340-6	80777-6|84136-1
1217	category	LP7787-7	80777-6|84136-1
1217	class_	LP32519-8	80777-6|84136-1
1218	METHOD_TYP-supplementary	LP97119-9	80814-7|84118-9
1218	PROPERTY-supplementary	LP6813-2	80814-7|84118-9
1218	SCALE_TYP-supplementary	LP32888-7	80814-7|84118-9
1218	analyte-core	LP57352-4	80814-7|84118-9
1218	category	LP74507-2	80814-7|84118-9
1218	category	LP7787-7	80814-7|84118-9
1218	class_	LP32519-8	80814-7|84118-9
1219	METHOD_TYP-supplementary	LP6572-4	80842-8|80846-9
1219	PROPERTY-supplementary	LP6813-2	80842-8|80846-9
1219	SCALE_TYP-supplementary	LP32888-7	80842-8|80846-9
1219	analyte-core	LP251018-0	80842-8|80846-9
1219	category	LP29849-4	80842-8|80846-9
1219	category	LP7831-3	80842-8|80846-9
1219	class_	LP29684-5	80842-8|80846-9
